Distance(µm)	H2AK119ub	Ser5 POLII
0	184.929	467.885
0.12247	260.533	444.189
0.24495	323.056	488.765
0.36742	404.619	503.837
0.48989	534.92	555.352
0.61237	662.51	599.363
0.73484	788.12	639.325
0.85731	812.109	664.06
0.97979	734.952	713.767
1.10226	567.164	712.42
1.22473	416.92	638.547
1.34721	285.077	552.485
1.46968	213.139	436.663
1.59215	166.633	418.368
1.71463	161.083	438.368
1.8371	159.441	527.186
1.95957	169.785	616.068
2.08205	174.345	685.109
2.20452	188.605	716.85
2.32699	218.464	617.67
2.44946	228.812	572.532
2.57194	231.428	553.316
2.69441	232.499	670.404
2.81688	217.227	643.515
2.93936	195.19	514.973
3.06183	176.54	424.362
3.1843	158.257	387.396
3.30678	178.028	436.071
3.42925	182.518	453.51
3.55172	187.085	408.824
3.6742	182.821	355.284
3.79667	200.75	348.436
3.91914	207.305	363.579
4.04162	224.179	383.101
4.16409	253.194	396.482
4.28656	277.176	355.76
4.40904	287.497	326.75
4.53151	284.09	323.795
4.65398	280.407	327.334
4.77646	250.14	340.631
4.89893	211.346	372.625
5.0214	185.115	406.109
5.14388	189.788	411.139
5.26635	186.654	428.653
5.38882	169.002	392.536
5.5113	159.478	387.53
5.63377	153.01	374.8
5.75624	159.627	383.967
5.87872	191.021	417.807
6.00119	247.753	468.295
6.12366	317.409	498.234
6.24613	390.133	588.508
6.36861	433.674	732.204
6.49108	426.407	794.774
6.61355	384.938	834.548
6.73603	372.273	874.582
6.8585	393.221	908.254
6.98097	416.012	874.74
7.10345	413.792	774.706
7.22592	352.38	689.263
7.34839	322.531	665.023
7.47087	312.913	737.838
7.59334	326.018	829.582
7.71581	359.207	883.168
7.83829	382.419	914.137
7.96076	365.03	941.41
8.08323	329.102	945.832
8.20571	322.525	933.118
8.32818	309.822	820.521
8.45065	308.216	666.905
8.57313	297.747	561.077
8.6956	291.656	457.433
8.81807	254.234	387.322
8.94055	221.292	389.705
9.06302	205.602	387.32
9.18549	188.795	350.976
9.30797	155.528	332.202
9.43044	124.72	250.431
9.55291	92.243	137.994
9.67539	61.9	65.593
