Distance(µm)	H2AK119ub	Ser5 POLII
0	41.427	47.957
0.1148	51.69	75.451
0.2296	64.604	101.694
0.34441	70.676	119.828
0.45921	74.931	126.019
0.57401	72.117	120.718
0.68881	70.566	101.189
0.80361	86.867	85.537
0.91842	109.726	79.94
1.03322	138.893	81.607
1.14802	153.343	82.565
1.26282	170.892	89.723
1.37763	166.53	88.777
1.49243	164.304	101.027
1.60723	167.097	123.541
1.72203	172.111	144.173
1.83683	170.133	136.331
1.95164	157.823	125.141
2.06644	163.292	112.007
2.18124	155.741	102.046
2.29604	145.587	110.759
2.41084	126.83	114.719
2.52565	106.181	111.782
2.64045	85.813	95.819
2.75525	67.905	83.042
2.87005	56.896	79.232
2.98486	43.076	85.403
3.09966	36.564	91.663
3.21446	34.041	84.773
3.32926	34.457	65.386
3.44406	40.148	49.777
3.55887	50.08	49.3
3.67367	48.623	60.442
3.78847	45.924	72.669
3.90327	43.956	77.631
4.01807	40.861	72.854
4.13288	40.368	62.657
4.24768	40.724	53.341
4.36248	47.735	48.515
4.47728	50.033	41.582
4.59208	57.276	61.923
4.70689	55.144	78.78
4.82169	60.113	86.788
4.93649	60.811	101.429
5.05129	65.512	99.077
5.1661	68.699	93.066
5.2809	68.679	84.217
5.3957	75.998	84.295
5.5105	72.033	84.01
5.6253	64.917	86.791
5.74011	61.203	87.937
5.85491	57.718	89.525
5.96971	55.22	84.881
6.08451	51.71	90.37
6.19931	55.316	103.571
6.31412	55.651	100.9
6.42892	49.616	97.473
6.54372	54.76	102.933
6.65852	54.003	94.984
6.77333	55.218	85.843
6.88813	59.897	90.308
7.00293	63.95	101.655
7.11773	61.011	105.523
7.23253	54.726	116.944
7.34734	55.149	107.366
7.46214	43.996	98.289
7.57694	37.375	91.565
7.69174	45.705	90.442
7.80654	49.94	88.373
7.92135	40.944	87.788
8.03615	45.457	91.833
8.15095	35.244	91.746
8.26575	29.743	93.39
8.38056	29.39	102.083
8.49536	30.609	103.888
8.61016	30.764	108.633
8.72496	34.181	99.882
8.83976	39.267	102.323
8.95457	42.413	103.292
9.06937	43.71	93.966
9.18417	36.239	73.416
9.29897	30.02	48.717
