Distance(µm)	H2AK119ub	Ser5 POLII
0	232.053	505.793
0.2126	363.035	697.511
0.4252	518.812	868.914
0.6378	809.987	903.016
0.8505	1128.733	977.376
1.0631	1231.679	910.771
1.2757	1301.09	869.729
1.4883	1386.131	853.763
1.7009	1493.505	830.127
1.9135	1450.843	903.079
2.1261	1261.813	1025.954
2.3387	999.693	1105.207
2.5514	749.407	1177.804
2.764	600.379	1224.68
2.9766	576.116	1366.287
3.1892	599.317	1466.488
3.4018	591.758	1418.81
3.6144	628.057	1148.14
3.827	650.175	870.683
4.0397	656.51	811.887
4.2523	682.051	1039.697
4.4649	632.467	1106.452
4.6775	604.767	1087.67
4.8901	640.959	749.411
5.1027	650.35	651.473
5.3153	649.985	654.486
5.528	595.763	609.817
5.7406	550.848	614.533
5.9532	579.896	707.161
6.1658	653.408	952.549
6.3784	633.306	1226.436
6.591	570.235	1381.469
6.8036	566.423	1460.159
7.0162	571.678	1252.819
7.2289	716.333	757.047
7.4415	715.866	501.109
7.6541	624.842	390.865
7.8667	531.354	364.482
8.0793	511.374	430.698
8.2919	498.436	495.281
8.5045	505.621	695.591
8.7172	560.277	1130.822
8.9298	524.233	1388.958
9.1424	409.207	1298.928
9.355	372.434	1278.309
9.5676	382.917	1240.765
9.7802	493.554	1510.71
9.9928	550.433	1519.135
10.2055	591.009	1226.958
10.4181	580.422	1013.85
10.6307	581.724	867.74
10.8433	554.562	868.11
11.0559	556.775	845.812
11.2685	546.959	928.085
11.4811	520.241	1150.959
11.6937	508.949	1119.533
11.9064	484.071	1189.411
12.119	512.123	984.528
12.3316	461.641	745.034
12.5442	276.404	433.555
