Distance(µm)	H2AK119ub	Ser5 POLII
0	185.089	481.734
0.21261	258.127	1144.579
0.42523	293.297	1498.919
0.63784	481.219	1588.459
0.85045	688.597	1400.998
1.06307	723.547	1000.216
1.27568	682.662	823.308
1.48829	624.028	823.688
1.70091	392.183	1318.009
1.91352	249.735	1445.029
2.12614	182.449	1476.152
2.33875	160.21	1532.975
2.55136	188.124	1539.372
2.76398	204.83	1528.425
2.97659	262.545	1557.486
3.1892	307.468	1526.265
3.40182	338.022	1588.583
3.61443	375.809	1311.731
3.82704	408.227	1387.702
4.03966	431.063	1372.117
4.25227	431.554	1247.367
4.46488	393.959	1059.953
4.6775	264.414	855.381
4.89011	107.268	572.774
