Distance(µm)	H2AK119ub	Ser5 POLII
0	297.191	83.692
0.2126	845.143	220.321
0.4252	1282.564	505.281
0.6378	1457.031	624.382
0.8505	1510.041	658.596
1.0631	1521.034	707.978
1.2757	1388.088	789.379
1.4883	924.194	1051.996
1.7009	433.435	1232.031
1.9135	303.597	1313.782
2.1261	387.546	1278.498
2.3387	493.157	1235.298
2.5514	552.519	1379.658
2.764	519.899	1375.438
2.9766	573.26	1308.485
3.1892	554.255	1359.153
3.4018	440.885	1359.072
3.6144	384.757	1409.515
3.827	329.307	1462.831
4.0397	290.009	1417.573
4.2523	324.897	1367.857
4.4649	403.654	1394.978
4.6775	461.888	1341.106
4.8901	463.578	1353.125
5.1027	456.384	1313.417
5.3153	499.964	1180.847
5.528	517.096	1095.897
5.7406	465.349	1060.065
5.9532	443.016	1314.349
6.1658	480.221	1250.243
6.3784	490.007	1115.972
6.591	564.649	1350.616
6.8036	470.073	1169.57
7.0162	411.498	1258.436
7.2289	419.64	1201.288
7.4415	463.224	1259.546
7.6541	474.3	1254.481
7.8667	493.354	1309.169
8.0793	483.094	1038.245
8.2919	427.102	955.672
8.5045	404.422	1230.514
8.7172	414.705	1386.548
8.9298	423.947	1384.235
9.1424	507.909	1180.771
9.355	496.033	1130.848
9.5676	469.81	1104.923
9.7802	397.701	853.595
9.9928	353.486	859.657
10.2055	366.014	804.027
10.4181	393.114	843.583
10.6307	393.629	940.301
10.8433	383.109	905.902
11.0559	353.979	794.569
11.2685	314.036	683.18
11.4811	325.31	671.837
11.6937	288.905	695.633
11.9064	146.044	682.05
