Distance(µm)	H2AK119ub	Ser5 POLII
0	178.927	607.578
0.21261	207.091	607.742
0.42523	213.368	868.829
0.63784	215.66	1074.939
0.85045	255.93	1157.917
1.06307	333.228	1276.064
1.27568	354.198	1315.356
1.48829	338.664	1195.562
1.70091	333.871	1342.88
1.91352	321.792	1343.944
2.12614	270.65	1265.41
2.33875	254.048	1156.245
2.55136	256.818	1166.956
2.76398	261.736	1203.409
2.97659	310.809	1142.298
3.1892	432.288	1092.796
3.40182	616.16	993.86
3.61443	810.631	856.421
3.82704	754.76	933.84
4.03966	747.753	876.057
4.25227	907.117	751.212
4.46488	1034.897	729.55
4.6775	1089.077	769.788
4.89011	1108.956	783.361
5.10273	1012.193	946.377
5.31534	853.107	1179.833
5.52795	544.312	1173.68
5.74057	340.374	1123.328
5.95318	306.14	938.749
6.16579	249.96	961.359
6.37841	219.367	993.574
6.59102	266.449	1128.51
6.80363	341.515	1164.453
7.01625	384.406	1202.475
7.22886	346.507	1255.424
7.44147	258.879	1271.252
7.65409	255.185	1319.834
7.8667	259.886	1054.232
8.07931	287.134	1040.098
8.29193	283.148	961.322
8.50454	318.052	848.932
8.71715	362.313	639.944
8.92977	400.729	599.542
9.14238	413.85	472.07
9.355	361.091	276.243
9.56761	339.439	134.065
9.78022	221.118	80.079
