Distance(µm)	H2AK119ub	Ser5 POLII
0	109.859	76.617
0.2126	150.953	163.101
0.4252	164.766	265.856
0.6378	161.932	271.795
0.8505	155.344	220.845
1.0631	148.316	221.957
1.2757	128.954	232.211
1.4883	130.538	243.035
1.7009	143.661	245.64
1.9135	161.314	255.556
2.1261	151.031	234.781
2.3387	121.33	248.669
2.5514	118.006	271.255
2.764	124.746	263.476
2.9766	123.633	257.948
3.1892	121.789	247.755
3.4018	139.228	202.161
3.6144	136.791	195.925
3.827	139.53	196.67
4.0397	151.54	225.907
4.2523	169.182	236.61
4.4649	162.865	255.829
4.6775	136.988	236.865
4.8901	152.221	259.355
5.1027	186.89	275.44
5.3153	202.45	258.845
5.528	262.252	247.716
5.7406	334.192	187.46
5.9532	386.219	140.525
6.1658	404.788	146.066
6.3784	387.476	178.749
6.591	481.477	142.904
6.8036	528.744	121.036
7.0162	541.346	105.735
7.2289	514.683	88.732
7.4415	443.932	97.387
7.6541	394.422	101.416
7.8667	425.735	106.115
8.0793	485.952	142.775
8.2919	515.151	172.131
8.5045	399.743	213.033
8.7172	274.909	241.963
8.9298	174.817	271.775
9.1424	174.332	281.836
9.355	220.308	253.419
9.5676	215.259	268.517
9.7802	173.902	272.417
9.9928	162.161	270.349
10.2055	174.004	258.889
10.4181	170.225	267.418
10.6307	140.666	269.013
10.8433	110.546	238.239
11.0559	137.47	242.413
11.2685	203.072	258.487
11.4811	217.199	276.603
11.6937	189.748	282.17
11.9064	159.846	262.881
12.119	165.893	177.679
12.3316	156.553	147.292
12.5442	155.829	108.966
12.7568	112.106	54.297
12.9694	62.951	15.659
