Distance(µm)	H2AK119ub	Ser5 POLII
0	41.222	39.134
0.2126	89.733	83.37
0.4252	135.106	126.266
0.6378	127.532	137.181
0.8505	131.009	166.229
1.0631	120.8	210.521
1.2757	124.463	199.275
1.4883	155.551	231.763
1.7009	184.93	274.688
1.9135	226.188	266.655
2.1261	286.443	227.263
2.3387	259.9	212.627
2.5514	199.751	209.367
2.764	178.939	198.286
2.9766	235.857	171.862
3.1892	393.931	138.578
3.4018	516.447	86.789
3.6144	533.182	68.222
3.827	489.271	68.131
4.0397	352.32	69.914
4.2523	180.322	74.904
4.4649	91.281	57.774
4.6775	54.839	44.034
4.8901	47.858	23.896
5.1027	71.607	40.069
5.3153	78.751	86.858
5.528	71.066	88.4
5.7406	70.71	67.446
5.9532	50.729	63.329
6.1658	47.539	50.86
6.3784	55.089	36.373
6.591	66.544	43.464
6.8036	75.862	47.773
7.0162	66.988	55.669
7.2289	57.327	72.917
7.4415	53.598	96.997
7.6541	51.802	132.29
7.8667	60.772	122.515
8.0793	63.022	119.931
8.2919	72.948	146.782
8.5045	99.849	197.777
8.7172	115.608	209.553
8.9298	112.764	210.153
9.1424	109.377	220.317
9.355	111.332	229.041
9.5676	111.908	244.901
9.7802	98.673	280.845
9.9928	81.468	259.859
10.2055	81.585	203.754
10.4181	75.055	172.546
10.6307	62.275	140.871
10.8433	56.901	92.014
11.0559	58.11	116.767
11.2685	42.071	117.169
11.4811	42.535	145.592
11.6937	39.244	70.916
11.9064	26.816	58.417
