Distance(µm)	H2AK119ub	Ser5 POLII
0	39.475	94.6
0.2126	82.729	112.446
0.4252	127.173	113.12
0.6378	168.553	113.514
0.8505	194.835	110.356
1.0631	169.762	98.007
1.2757	146.062	101.854
1.4883	152.405	109.436
1.7009	175.859	123.804
1.9135	173.56	141.264
2.1261	135.873	165.506
2.3387	98.48	179.591
2.5514	82.554	206.923
2.764	68.646	211.914
2.9766	58.128	208.43
3.1892	55.559	232.673
3.4018	53.961	242.861
3.6144	55.078	202.976
3.827	64.865	164.286
4.0397	51.817	182.966
4.2523	38.341	204.868
4.4649	37.706	179.824
4.6775	42.13	178.28
4.8901	43.248	187.619
5.1027	52.547	190.101
5.3153	60.655	210.182
5.528	73.741	213.414
5.7406	73.291	187.143
5.9532	62.172	162.288
6.1658	51.893	132.18
6.3784	43.449	129.081
6.591	37.906	116.012
6.8036	41.142	116.172
7.0162	52.237	135.687
7.2289	55.192	143.974
7.4415	47.83	130.666
7.6541	39.807	117.678
7.8667	45.586	125.265
8.0793	50.12	145.209
8.2919	44.796	166.293
8.5045	46.123	192.165
8.7172	51.924	223.793
8.9298	59.665	223.254
9.1424	55.873	209.952
9.355	40.741	202.72
9.5676	32.56	193.081
9.7802	32.902	188.644
9.9928	30.112	196.01
10.2055	35.85	192.011
10.4181	38.564	153.304
10.6307	26.446	114.881
