Distance(µm)	H2AK119ub	Ser5 POLII
0	435.702	28.426
0.21261	748.145	90.131
0.42523	793.058	155.475
0.63784	850.618	222.891
0.85045	865.554	249.518
1.06307	692.936	227.625
1.27568	381.815	263.194
1.48829	170.907	314.846
1.70091	164.324	317.319
1.91352	167.829	323.346
2.12614	149.996	355.798
2.33875	137.818	342.366
2.55136	154.505	363.252
2.76398	158.671	357.842
2.97659	169.595	294.402
3.1892	174.762	228.718
3.40182	151.24	243.886
3.61443	152.805	244.241
3.82704	168.988	226.576
4.03966	216.821	221.339
4.25227	213.49	236.911
4.46488	229.087	286.713
4.6775	207.487	346.467
4.89011	181.407	360.303
5.10273	170.67	320.883
5.31534	174.026	289.942
5.52795	171.66	271.764
5.74057	159.691	305.34
5.95318	179.503	350.769
6.16579	181.473	377.671
6.37841	182.565	333.896
6.59102	192.002	328.126
6.80363	232.695	311.273
7.01625	202.198	295.135
7.22886	194.651	276.568
7.44147	174.964	265.207
7.65409	125.588	285.707
7.8667	102.235	195.977
8.07931	126.249	140.515
8.29193	111.977	144.496
8.50454	98.046	219.074
8.71715	122.135	210.504
8.92977	76.02	172.615
9.14238	32.143	86.679
