Distance(µm)	H2AK119ub	Ser5 POLII
0	41.156	70.509
0.2126	73.025	177.462
0.4252	93.071	214.519
0.6378	91.611	211.121
0.8505	98.503	247.094
1.0631	110.498	266.633
1.2757	112.698	356.233
1.4883	146.2	347.956
1.7009	159.054	380.584
1.9135	157.138	409.285
2.1261	149.822	421.469
2.3387	135.048	458.679
2.5514	163.245	455.44
2.764	200.746	414.351
2.9766	205.165	373.598
3.1892	174.426	381.693
3.4018	149.74	378.127
3.6144	138.195	389.81
3.827	139.556	479.337
4.0397	120.061	447.357
4.2523	123.531	372.634
4.4649	125.61	332.582
4.6775	126.373	314.216
4.8901	117.625	314.08
5.1027	121.657	301.031
5.3153	133.521	290.611
5.528	184.511	299.107
5.7406	304.168	232.559
5.9532	345.362	224.163
6.1658	293.095	247.141
6.3784	261.303	273.152
6.591	271.626	272.333
6.8036	379.406	240.377
7.0162	438.255	220.405
7.2289	444.619	209.916
7.4415	494.4	178.119
7.6541	565.063	157.985
7.8667	543.905	189.081
8.0793	452.107	210.961
8.2919	478.837	224.799
8.5045	421.157	226.898
8.7172	263.284	279.56
8.9298	164.219	314.642
9.1424	124.51	338.861
9.355	114.15	366.473
9.5676	120.506	342.448
9.7802	137.44	364.023
9.9928	135.242	319.076
10.2055	131.994	281.639
10.4181	145.042	260.754
10.6307	168.679	274.732
10.8433	179.873	297.701
11.0559	171.735	268.062
11.2685	155.939	274.871
11.4811	139.412	313.494
11.6937	139.294	354.121
11.9064	146.298	354.296
12.119	155.69	362.857
12.3316	197.964	420.767
12.5442	276.783	508.71
12.7568	298.127	451.54
12.9694	264.305	401.61
13.182	203.042	328.946
13.3947	130.535	263.179
