Distance(µm)	H2AK119ub	Ser5 POLII
0	11.6703	15.868
0.21261	23.6966	15.127
0.42523	44.2767	18.711
0.63784	72.8302	38.51
0.85045	79.5401	96.852
1.06307	92.3032	175.551
1.27568	86.3628	205.925
1.48829	76.2548	206.318
1.70091	45.2853	212.485
1.91352	19.4356	188.738
2.12614	24.2367	137.655
2.33875	27.582	114.302
2.55136	31.2357	87.761
2.76398	23.3258	82.938
2.97659	19.4736	69.297
3.1892	26.5973	86.47
3.40182	32.6782	103.754
3.61443	35.3445	115.134
3.82704	38.6017	114.521
4.03966	46.7352	129.157
4.25227	45.1738	127.188
4.46488	35.6391	190.09
4.6775	32.8805	215.291
4.89011	33.0962	196.122
5.10273	36.1834	181.886
5.31534	43.31	185.497
5.52795	47.4349	191.337
5.74057	51.5892	174.286
5.95318	37.4629	176.416
6.16579	35.1267	151.544
6.37841	37.7101	131.358
6.59102	35.3853	102.853
6.80363	29.2051	101.439
