Distance(µm)	H2AK119ub	Ser5 POLII
0	64.839	69.2
0.21261	106.162	93.683
0.42523	176.304	100.198
0.63784	217.797	162.131
0.85045	243.434	192.051
1.06307	275.882	161.91
1.27568	210.745	102.12
1.48829	127.689	109.214
1.70091	110.4	138.312
1.91352	158.678	110.067
2.12614	243.174	83.185
2.33875	276.518	79.755
2.55136	288.771	78.241
2.76398	274.201	82.336
2.97659	260.533	87.749
3.1892	221.288	77.764
3.40182	110.226	91.088
3.61443	66.88	88.655
3.82704	86.572	84.421
4.03966	72.055	94.282
4.25227	56.332	97.484
4.46488	48.978	99.008
4.6775	48.6	86.573
4.89011	64.911	108.725
5.10273	56.242	143.336
5.31534	65.436	140.757
5.52795	74.985	164.684
5.74057	74.844	206.044
5.95318	78.967	231.757
6.16579	91.874	247.948
6.37841	99.157	213.37
6.59102	94.324	210.124
6.80363	76.74	196.034
7.01625	54.404	126.956
7.22886	28.33	50.302
