Distance(µm)	H2AK119ub	Ser5 POLII
0	81.716	31.472
0.21261	147.567	69.901
0.42523	253.334	65.795
0.63784	298.713	73.699
0.85045	297.513	85.475
1.06307	273.179	119.751
1.27568	291.434	132.444
1.48829	324.186	113.821
1.70091	334.469	94.518
1.91352	286.472	86.051
2.12614	192.242	70.269
2.33875	103.723	57.35
2.55136	58.366	49.923
2.76398	51.819	43.912
2.97659	53.132	39.901
3.1892	52.728	52.874
3.40182	56.834	65.417
3.61443	61.993	58.074
3.82704	66.873	76.731
4.03966	83.373	136.968
4.25227	90.626	193.471
4.46488	93.616	220.872
4.6775	101.443	227.377
4.89011	122.17	208.835
5.10273	139.416	184.381
5.31534	123.81	146.933
5.52795	123.08	99.774
5.74057	123.691	86.026
5.95318	105.729	97.578
6.16579	108.715	96.701
6.37841	117.007	124.952
6.59102	110.86	131.698
6.80363	79.939	155.191
7.01625	77.632	189.328
7.22886	93.296	219.436
7.44147	136.508	230.913
7.65409	145.418	216.241
7.8667	146.919	261.079
8.07931	120.213	273.296
8.29193	112.13	240.529
8.50454	111.137	213.918
8.71715	85.207	168.245
8.92977	63.269	143.822
9.14238	43.204	114.937
