Distance(µm)	H2AK119ub	Ser5 POLII
0	32.148	11.143
0.2126	150.061	22.853
0.4252	305.612	44.445
0.6378	308.908	36.474
0.8505	274.819	66.019
1.0631	298.644	102.925
1.2757	284.802	107.066
1.4883	179.673	112.936
1.7009	112.941	115.272
1.9135	76.237	114.571
2.1261	63.421	104.481
2.3387	68.946	105.47
2.5514	71.737	88.221
2.764	97.369	78
2.9766	87.41	94.691
3.1892	68.16	96.488
3.4018	55.406	71.489
3.6144	34.6	116.57
3.827	51.254	98.258
4.0397	44.995	125.605
4.2523	37.615	132.117
4.4649	44.207	141.41
4.6775	46.641	131.545
4.8901	46.69	84.194
5.1027	63.523	75.951
5.3153	72.517	70.535
5.528	68.6	52.251
5.7406	46.412	69.165
5.9532	48.876	72.179
6.1658	67.583	58.059
6.3784	69.627	56.541
6.591	60.082	45.078
6.8036	45.985	68.241
7.0162	43.822	60.782
7.2289	36.688	55.081
7.4415	39.842	70.756
7.6541	59.551	59.021
7.8667	54.062	43.743
8.0793	63.394	55.387
8.2919	70.368	86.221
8.5045	49.183	104.922
8.7172	42.088	131.871
8.9298	38.067	134.016
9.1424	42.016	127.37
9.355	49.554	97.742
9.5676	39.992	112.004
9.7802	45.198	97.515
9.9928	54.291	84.049
10.2055	39.035	84.723
10.4181	44.164	110.97
10.6307	48.15	155.903
10.8433	54.374	136.363
11.0559	51.503	102.698
11.2685	46.739	92.767
11.4811	55.264	126.05
11.6937	53.277	131.866
11.9064	58.534	134.569
12.119	71.166	146.611
12.3316	43.282	159.975
12.5442	51.569	157.574
12.7568	69.627	159.243
12.9694	59.944	131.04
