Distance(µm)	H2AK119ub	Ser5 POLII
0	47.936	37.294
0.21261	109.75	67.807
0.42523	159.448	144.248
0.63784	183.726	225.889
0.85045	209.288	306.662
1.06307	222.149	410.459
1.27568	205.613	499.982
1.48829	176.63	494.251
1.70091	175	419.733
1.91352	207.674	413.084
2.12614	215.7	419.305
2.33875	208.712	392.117
2.55136	214.145	359.781
2.76398	220.92	316.227
2.97659	229.926	311.871
3.1892	291.247	342.594
3.40182	406.794	324.52
3.61443	492.632	298.997
3.82704	558.483	337.269
4.03966	573.499	362.498
4.25227	556.029	371.435
4.46488	500.842	314.554
4.6775	436.091	250.394
4.89011	354.573	255.27
5.10273	264.664	275.987
5.31534	232.173	245.829
5.52795	276.18	275.967
5.74057	334.245	276.731
5.95318	344.541	229.04
6.16579	331.883	173.834
6.37841	282.732	146.05
6.59102	230.183	174.976
6.80363	171.068	195.04
7.01625	156.591	196.739
7.22886	140.372	193.058
7.44147	127.23	149.621
7.65409	96.12	117.254
7.8667	80.272	86.493
8.07931	83.536	85.036
