Distance_(microns)	DAPI	XIST
0	175	343
0.2082	292.436	354.426
0.4164	343.656	418.976
0.6246	269.537	415.174
0.8327	286.955	459.654
1.0409	309.506	505.362
1.2491	306.881	506.275
1.4573	330.24	544.234
1.6655	497.347	507.596
1.8737	803.179	566.255
2.0818	1006.873	565.516
2.29	1097.589	508.501
2.4982	1164.617	465.746
2.7064	1191.304	457.077
2.9146	1209.296	486.044
3.1228	1249.248	538.641
3.331	1366.536	503.203
3.5391	1187.361	536.885
3.7473	1110.759	429.564
3.9555	1017.019	451.228
4.1637	1096.045	464.428
4.3719	1377.169	591.09
4.5801	1232.894	566.309
4.7882	1100.578	607.976
4.9964	1047.617	624.141
5.2046	1009.119	601.304
5.4128	1012.964	551.025
5.621	1018.922	637.118
5.8292	1101.3	796.986
6.0374	1280.5	1671.5
6.2455	1497.346	3072.608
6.4537	1594.202	3963.615
6.6619	1471.587	3812.872
6.8701	1309.297	2713.567
7.0783	1057.479	1640.369
7.2865	935.795	1431.803
7.4946	940.291	1560.531
7.7028	915.373	1192.867
7.911	918.815	985.287
8.1192	799.353	826.639
8.3274	878.784	788.655
8.5356	823.854	733.099
8.7438	784.642	640.038
8.9519	780.255	695.917
9.1601	898.987	832.675
9.3683	922.193	723.311
9.5765	721.599	647.585
9.7847	797.753	574.622
9.9929	916.238	599.308
10.201	990.484	601.474
10.4092	1025.929	581.875
10.6174	995.896	558.395
10.8256	1098.443	536.271
11.0338	1161.021	571.013
11.242	1237.636	595.716
11.4502	954.378	668.926
11.6583	1203.594	679.691
11.8665	1347.892	636.172
12.0747	1165	667
12.2829	1267.002	655.133
12.4911	1141.05	581.372
12.6993	935.667	610.438
12.9074	953.262	525.241
13.1156	1043.247	565.815
13.3238	1232.338	593.895
13.532	1232.279	596.185
13.7402	1168.516	612.075
13.9484	1152.481	580.47
14.1565	1194.486	545.143
14.3647	1203.495	535.684
14.5729	1195.12	556.643
14.7811	1171.842	571.653
14.9893	1159.117	592.713
15.1975	1240.241	561.978
15.4057	958.917	485.327
15.6138	1231.241	529.951
15.822	1377.292	615.122
16.0302	1036.501	529.41
16.2384	1829.566	498.806
16.4466	2065.369	592.531
16.6548	1242.78	488.728
16.8629	1165.336	463.555
17.0711	1070.083	496.155
17.2793	1059.188	516.436
17.4875	894.904	505.098
17.6957	953.13	502.339
17.9039	906.809	528.122
18.1121	557.5	581.5
18.3202	505.614	637.492
18.5284	551.898	660.344
18.7366	462.14	621.658
18.9448	414.125	502.106
19.153	438.424	485.759
19.3612	306.697	533.039
19.5693	321.463	505.027
19.7775	290.424	425.017
19.9857	236.177	429.182
20.1939	380.571	491.378
20.4021	306.882	459.417
20.6103	318.093	508.747
20.8185	253.721	411.36
21.0266	332.972	489.992
21.2348	368.396	489.535
21.443	389.035	476.988
21.6512	347.376	471.907
21.8594	383.033	482.984
22.0676	352.923	449.461
22.2757	286.086	380.155
22.4839	293.874	446.36
22.6921	343.316	413.291
22.9003	332.667	370.056
23.1085	370.275	440.797
23.3167	322.302	413.17
23.5249	250.177	491.268
23.733	238.252	476.83
23.9412	325.176	512.115
24.1494	288	419
