Distance_(microns)	DAPI	XIST
0	1687	609
0.2082	1340.057	684.887
0.4164	1457.113	670.906
0.6246	1246.34	509.283
0.8327	1166.981	493.755
1.0409	1040.057	522.868
1.2491	967	526.981
1.4573	822.132	602.132
1.6655	884.906	552.491
1.8737	879.585	592.868
2.0818	796.377	531.17
2.29	1142.868	505.094
2.4982	1308.019	472.566
2.7064	1720.377	598.906
2.9146	1458.038	722.038
3.1228	1595.868	1082.66
3.331	1682.792	1643.585
3.5391	1669.736	1841.038
3.7473	1827.962	2392.679
3.9555	1845.698	2925.925
4.1637	1839.34	3612.736
4.3719	1821.528	4006.528
4.5801	1983.302	3731.038
4.7882	1865.717	3538.151
4.9964	2109.472	2636.453
5.2046	2178.981	2164
5.4128	1881.717	3147.189
5.621	2043.547	2968.925
5.8292	1541.717	1798.925
6.0374	1277.075	1221.491
6.2455	1208	760
6.4537	1107.604	738.736
6.6619	861.547	732.755
6.8701	1006.792	651.321
7.0783	927.717	636.83
7.2865	1248	610.151
7.4946	985.472	600.076
7.7028	1086.698	626.717
7.911	1192.641	604.132
8.1192	1394.038	622.094
8.3274	1301.057	564.604
8.5356	1315.019	591.189
8.7438	1202.547	709.472
8.9519	1335.943	816.509
9.1601	1391.151	550.038
9.3683	1300.415	551.189
9.5765	1302.415	567.623
9.7847	1290.868	589.491
9.9929	1169.736	610.132
10.201	1262.208	596.792
10.4092	1355.019	598.887
10.6174	1184.189	618.491
10.8256	1432.019	594.132
11.0338	1134	570
11.242	1156.321	641.359
11.4502	1211.925	584.566
11.6583	1179.453	662.359
11.8665	1349.453	653.415
12.0747	1148.943	592.132
12.2829	1399.623	562.604
12.4911	1424.094	643.226
12.6993	1351.962	705.887
12.9074	1551.151	595.509
13.1156	1441.17	559.528
13.3238	1517.491	603.528
13.532	1639.189	515.755
13.7402	1484.792	607.943
13.9484	1307.83	604.924
14.1565	1309.208	637.509
14.3647	1188.472	523.679
14.5729	1089.83	617.396
14.7811	1071.981	513
14.9893	955.038	541.245
15.1975	1180.585	560.453
15.4057	1142.698	589.321
15.6138	1324.604	588.434
15.822	1451.208	587.679
16.0302	1422.472	518.792
16.2384	1455.283	531.547
16.4466	1761.547	593.943
16.6548	1472.641	493.755
16.8629	1410.113	536.189
17.0711	1289.038	531.736
17.2793	1401.472	613.528
17.4875	1489.491	584.132
17.6957	1281.774	517
17.9039	1526.906	550.736
18.1121	1005.604	579.434
18.3202	1219.151	583.698
18.5284	1411.906	521.887
18.7366	1170.868	487.057
18.9448	1235.623	485.094
19.153	1206.698	543.943
19.3612	1169.491	517.132
19.5693	822.396	544.151
19.7775	524.34	605.415
19.9857	391.962	680.491
20.1939	361.585	636.528
20.4021	358.811	576.415
20.6103	348.566	665.981
20.8185	300.491	660.302
21.0266	420.283	530.151
21.2348	356.623	553.811
21.443	291.245	549.83
21.6512	270.019	623.472
21.8594	288.415	643.34
22.0676	365	743
