Distance_(microns)	DAPI	XIST
0	589	482
0.2082	710.871	489.524
0.4164	702.372	452.899
0.6246	697.784	549.931
0.8327	752.022	979.1
1.0409	1148.006	1807.074
1.2491	1527.787	2518.293
1.4573	1638.936	3183.981
1.6655	1793.351	3563.914
1.8737	1965.04	3639.34
2.0818	2077.901	3862.593
2.29	2128.944	3893.285
2.4982	2088.32	3540.84
2.7064	2055.98	3705.058
2.9146	2043.897	3417.188
3.1228	2071.333	3027.444
3.331	2029.49	2600.699
3.5391	1870.311	1996.815
3.7473	1662.36	1403.68
3.9555	1429.05	658.886
4.1637	1568.506	536.568
4.3719	1409.74	574.824
4.5801	1352.361	572.718
4.7882	1495.516	568.189
4.9964	1641.298	567.364
5.2046	1688.901	623.37
5.4128	1588.392	556.755
5.621	1511.4	516.44
5.8292	1586.91	566.633
6.0374	1532.163	623.473
6.2455	1477.556	566.111
6.4537	1518.336	597.693
6.6619	1350.024	552.998
6.8701	1249.104	592.729
7.0783	1300.513	654.267
7.2865	1255.13	635.247
7.4946	1217.68	675.92
7.7028	1172.467	676.847
7.911	1031.882	655.875
8.1192	1039.8	672.549
8.3274	1224.519	594.642
8.5356	1183.089	589.94
8.7438	1271.511	615.702
8.9519	1259.59	637.273
9.1601	1333.573	614.919
9.3683	1332.5	699.5
9.5765	1284.16	735.685
9.7847	1441.115	627.755
9.9929	1593.591	552.018
10.201	1547.655	523.195
10.4092	1451.012	610.494
10.6174	1535.093	694.122
10.8256	1481.034	664.886
11.0338	1513.287	635.577
11.242	1536.28	563.68
11.4502	1475.309	572.765
11.6583	1581.664	570.289
11.8665	1559.216	569.993
12.0747	1242.592	587.404
12.2829	1119.202	526.631
12.4911	1072.444	579.111
12.6993	1010.466	540.187
12.9074	832.952	531.562
13.1156	882.88	556.58
13.3238	817.402	597.513
13.532	973.488	552.333
13.7402	968.791	531.689
13.9484	1087.718	515.403
14.1565	1287.503	470.876
14.3647	1442.444	533.676
14.5729	1541.79	547.605
14.7811	1613.804	555.986
14.9893	1556.08	592.36
15.1975	1266.47	572.521
15.4057	1189.887	551.29
15.6138	1218.389	588
15.822	1215.211	574.967
16.0302	1258.829	617.091
16.2384	1458.809	555.671
16.4466	1531.657	598.788
16.6548	1590.235	560.469
16.8629	1609.84	578.94
17.0711	1576.749	557.72
17.2793	1411.479	517.037
17.4875	1446.307	594.036
17.6957	1500.586	524.333
17.9039	1380.207	523.922
18.1121	1426.629	577.147
18.3202	1363.615	552.588
18.5284	1422.673	479.992
18.7366	1393	569
