Distance_(microns)	DAPI	XIST
0	270	135
0.2082	99.762	145.501
0.4164	106.372	110.82
0.6246	130.144	123.312
0.8327	129.661	135.967
1.0409	141.533	122.733
1.2491	128.168	138.384
1.4573	118.892	167.788
1.6655	164.042	132.468
1.8737	109.472	134.384
2.0818	183.822	150.022
2.29	266.569	176.014
2.4982	373.312	200.848
2.7064	264.353	189.403
2.9146	204.43	224.988
3.1228	387.4	243.2
3.331	432.807	194.316
3.5391	416.325	175.395
3.7473	427.704	177.64
3.9555	442.411	202.427
4.1637	503.756	189.044
4.3719	521.592	189.04
4.5801	499.724	198.93
4.7882	461.071	231.383
4.9964	733.824	236.864
5.2046	529.222	203.111
5.4128	437.053	214.953
5.621	465.784	228.936
5.8292	519.089	238.549
6.0374	513.85	275.195
6.2455	590.4	210
6.4537	613.524	190.207
6.6619	632.055	185.499
6.8701	669.328	182.512
7.0783	573.852	178.701
7.2865	621.667	202.244
7.4946	606.072	238.848
7.7028	465.754	217.66
7.911	464.525	230.276
8.1192	393.728	201.208
8.3274	469.911	182.289
8.5356	547.244	183.048
8.7438	552.024	209.44
8.9519	526.961	257.485
9.1601	647.16	301.296
9.3683	582.2	344
9.5765	595.416	289.253
9.7847	549.434	318.651
9.9929	502.704	266.936
10.201	506.948	211.825
10.4092	492.556	221.444
10.6174	438.856	206.336
10.8256	469.677	243.921
11.0338	337.277	237.001
11.242	400.608	235.784
11.4502	470.756	219.378
11.6583	487.54	236.034
11.8665	475.848	325.88
12.0747	526.85	853.852
12.2829	528.129	1611.696
12.4911	608.6	1900
12.6993	531.292	1700.678
12.9074	678.339	1635.22
13.1156	618.584	1225.024
13.3238	573.354	670.096
13.532	525.444	361.4
13.7402	500.064	389.024
13.9484	472.055	361.256
14.1565	459.131	264.144
14.3647	584.016	211.928
14.5729	484.222	198.089
14.7811	355.553	171.082
14.9893	370.536	193.896
15.1975	434.477	167.888
15.4057	445.627	141.099
15.6138	413	185
