Distance_(microns)	DAPI	XIST
0	966	758
0.2082	1050.868	790.065
0.4164	1134.885	838.586
0.6246	1133.092	930.974
0.8327	1126.46	927.686
1.0409	1296.855	774.736
1.2491	1185.126	801.886
1.4573	1181.996	805.489
1.6655	1147.556	853.05
1.8737	1038.547	991.778
2.0818	1114.639	1229.846
2.29	1270.605	1094.297
2.4982	1362.012	1390.41
2.7064	1312.689	1937.807
2.9146	1241.517	2502.931
3.1228	1071.742	2601.885
3.331	855.712	2282.21
3.5391	832.954	1957.456
3.7473	856.677	1604.436
3.9555	792.822	1396.075
4.1637	756.101	1236.091
4.3719	784.04	1097.782
4.5801	689.972	895.441
4.7882	720.657	818.257
4.9964	687.715	696.172
5.2046	562.098	691.655
5.4128	501.676	646.642
5.621	566.387	641.493
5.8292	531.16	733.932
6.0374	611.987	792.251
6.2455	610.083	726.685
6.4537	622.5	664.5
6.6619	669.308	667.389
6.8701	699.133	700.327
7.0783	731.106	651.982
7.2865	802.028	752.493
7.4946	805.353	772.979
7.7028	826.187	703.242
7.911	986.461	767.298
8.1192	1118.785	711.591
8.3274	1184.908	732.476
8.5356	1115.1	760.006
8.7438	1133.335	731.071
8.9519	1166.444	739.363
9.1601	1162.818	664.811
9.3683	1019.935	660.228
9.5765	859.432	708.434
9.7847	890.081	743.031
9.9929	1007.079	767.391
10.201	1050.099	712.361
10.4092	1007.229	693.801
10.6174	1023.062	730.057
10.8256	968.906	703.391
11.0338	820.934	608.172
11.242	859.559	599.437
11.4502	914.7	593.256
11.6583	892.182	610.024
11.8665	914.534	677.373
12.0747	963.524	736.099
12.2829	1047.83	773.398
12.4911	1201.625	628.201
12.6993	1287.847	618.125
12.9074	1105	582
