Distance_(microns)	DAPI	XIST
0	595	164
0.2082	618.006	148.867
0.4164	624.096	174.045
0.6246	744.764	169.721
0.8327	827.706	168.224
1.0409	700.305	190.853
1.2491	626.351	217.487
1.4573	723.531	228.856
1.6655	761.985	192.717
1.8737	728.205	214.449
2.0818	738.509	233.329
2.29	712.083	249.056
2.4982	659.159	255.02
2.7064	688.351	229.081
2.9146	687.459	252.615
3.1228	768.207	171.638
3.331	865.438	216.794
3.5391	718.617	195.283
3.7473	505.168	204.734
3.9555	654.465	197.057
4.1637	621.333	187.813
4.3719	568.395	197.024
4.5801	501.069	208.52
4.7882	537.976	214.201
4.9964	611.734	208.761
5.2046	723.484	219.974
5.4128	812.932	239.957
5.621	775.316	263.847
5.8292	703.132	251.266
6.0374	690.596	216.594
6.2455	823.553	242.631
6.4537	829	279
6.6619	806.659	217.209
6.8701	573.733	192.369
7.0783	439.88	177.787
7.2865	588.439	187.126
7.4946	647.273	191.845
7.7028	828.712	198.555
7.911	622.754	191.68
8.1192	578.577	226.093
8.3274	773.03	408.537
8.5356	847.56	295.751
8.7438	813.685	244.571
8.9519	657.758	225.159
9.1601	668.543	229.587
9.3683	755.949	217.166
9.5765	662.493	221.659
9.7847	780.842	239.586
9.9929	880.821	228.054
10.201	819.832	345.07
10.4092	891.749	674.021
10.6174	987.384	1099.476
10.8256	927.737	1999.677
11.0338	963.747	1948.861
11.242	1070.158	1707.593
11.4502	839.008	1730.887
11.6583	697.743	1283.878
11.8665	467.382	721.13
12.0747	351.673	427.837
12.2829	257.748	273.624
12.4911	214.966	232.879
12.6993	155.268	193.758
12.9074	170	126
