Distance_(microns)	DAPI	XIST
0	651	537
0.2082	851.509	520.912
0.4164	775.102	503.676
0.6246	817.333	587.208
0.8327	867.982	590.556
1.0409	876.375	637.319
1.2491	857.25	615.667
1.4573	928.801	572.986
1.6655	1369.074	530.741
1.8737	1840.125	529.375
2.0818	1763.509	575.194
2.29	1677.296	792.972
2.4982	1668.333	797.667
2.7064	1673.125	788.556
2.9146	1722.287	1062.167
3.1228	1944.042	1857.958
3.331	2426.926	2796
3.5391	2558.514	3374.778
3.7473	2554	2766.5
3.9555	2511.833	3327.972
4.1637	2341.926	3243.907
4.3719	2121.417	2473.792
4.5801	1888.769	1724.167
4.7882	2183.551	1046.991
4.9964	2367.667	689.667
5.2046	1783.162	692.764
5.4128	1675.537	655.843
5.621	1698.875	601.25
5.8292	1748.241	592.407
6.0374	1748.046	617.528
6.2455	1867.333	616.167
6.4537	1910.616	608.861
6.6619	1919.444	580.63
6.8701	2004.25	648.417
7.0783	2030.889	634.148
7.2865	1930.046	646.801
7.4946	1887	686.5
7.7028	1654.361	798.458
7.911	1479.278	685.268
8.1192	1481.833	626.625
8.3274	1797.444	636.074
8.5356	1918.037	641.639
8.7438	2002.25	652.917
8.9519	2007.236	662.393
9.1601	1813.185	668.5
9.3683	1738.75	677.875
9.5765	2088.176	583.204
9.7847	1779.454	698.857
9.9929	1644	717.333
10.201	1772.815	638.824
10.4092	1867.222	660.093
10.6174	2057.667	660.208
10.8256	2132.333	586.722
11.0338	2238.991	548.727
11.242	2191.5	572.25
11.4502	2129.097	615.722
11.6583	1948.704	628.482
11.8665	2012.625	645.708
12.0747	2156.843	639.917
12.2829	2230.866	588.018
12.4911	1958	587.667
12.6993	1974.019	615.083
12.9074	1679.944	678.963
13.1156	1377.25	740.5
13.3238	2228	614.296
13.532	1963.12	607.62
13.7402	1495.667	615.5
13.9484	1471.477	659.63
14.1565	1638.222	645.222
14.3647	1800	629.75
14.5729	1920.148	577.306
14.7811	1893.94	578.931
14.9893	1739	537
