Distance_(microns)	DAPI	XIST
0	591	424
0.2082	664.912	501.782
0.4164	560.174	576.397
0.6246	630.123	530.32
0.8327	631.193	619.576
1.0409	609.857	644.827
1.2491	595.224	691.34
1.4573	618.08	777.169
1.6655	653.94	654.435
1.8737	609.889	569.953
2.0818	612.381	549.899
2.29	693.989	535.917
2.4982	846.733	507.703
2.7064	1113.615	490.391
2.9146	1428.365	504.755
3.1228	1538.635	575.928
3.331	1590.036	683.913
3.5391	1450.925	710.783
3.7473	1484.836	777.882
3.9555	1517.262	1010.238
4.1637	1755.744	1379.824
4.3719	1832.504	1723.304
4.5801	1518.231	1729.974
4.7882	1285.523	1292.307
4.9964	1152.942	927.616
5.2046	1063.276	938.696
5.4128	1086.737	1096.174
5.621	1191.418	1114.997
5.8292	1262.655	979.654
6.0374	1119.375	685.162
6.2455	1196.511	530.851
6.4537	1168.208	495.75
6.6619	1079.926	548.453
6.8701	1107.598	606.453
7.0783	1099.889	622.362
7.2865	906.225	609.816
7.4946	1065.628	639.706
7.7028	938	652
7.911	1011.725	727.432
8.1192	1026.64	725.922
8.3274	1517.811	658.053
8.5356	1571.075	661.599
8.7438	1610.194	687.882
8.9519	1698.241	717.411
9.1601	1720.218	766.947
9.3683	1696.034	734.452
9.5765	1348.378	790.915
9.7847	1175.5	813.833
9.9929	1150.535	762.956
10.201	1309.237	697.542
10.4092	1555.936	686.121
10.6174	1573.132	658.917
10.8256	1539.384	638.553
11.0338	1686.828	619.795
11.242	1650.73	639.079
11.4502	1564.088	633.943
11.6583	1540.115	606.33
11.8665	1517.663	636.156
12.0747	1423.401	671.06
12.2829	1466.211	663.513
12.4911	1555.916	636.302
12.6993	1673.046	664.08
12.9074	1670.831	650.911
13.1156	1475.232	680.45
13.3238	1507.035	633.159
13.532	1536.205	616.5
13.7402	1640.562	576.259
13.9484	1498.982	575.06
14.1565	1411.303	616.462
14.3647	1580.835	683.683
14.5729	1609.937	632.413
14.7811	1434.704	689.193
14.9893	1490.313	704.78
15.1975	1457.537	654.732
15.4057	1521	544
