Distance_(microns)	DAPI	XIST
0	894	161
0.2082	615.262	177.834
0.4164	590.911	193.421
0.6246	538.851	209.547
0.8327	583.024	208.216
1.0409	673.747	199.566
1.2491	581.338	202.176
1.4573	690.328	197.691
1.6655	795.063	306.843
1.8737	873.416	542.931
2.0818	843.487	797.587
2.29	846.47	1034.74
2.4982	988.093	903.13
2.7064	919.134	1158.294
2.9146	915.3	1572.637
3.1228	911.233	1488.294
3.331	821.583	922.515
3.5391	723.664	514.125
3.7473	606.178	342.684
3.9555	537.066	283.934
4.1637	550.206	261.388
4.3719	534.545	230.25
4.5801	599.303	223.428
4.7882	683.224	252.313
4.9964	653.958	238.331
5.2046	557.206	237.702
5.4128	597.969	240.608
5.621	599.975	263.477
5.8292	583.857	270.365
6.0374	627.444	257.333
6.2455	714.617	265.665
6.4537	664.702	267.479
6.6619	686.603	214.155
6.8701	651.811	201.41
7.0783	706.868	203.778
7.2865	633.321	202.213
7.4946	609.163	240.534
7.7028	498.839	221.636
7.911	521.86	206.279
8.1192	389.498	185.386
8.3274	436.837	203.405
8.5356	536	218.104
8.7438	487.631	242.995
8.9519	331.576	205.029
9.1601	363.256	198.949
9.3683	443.973	185.533
9.5765	424.088	202.257
9.7847	356.8	186.563
9.9929	378.527	186.724
10.201	300.403	171.852
10.4092	363.452	182.02
10.6174	418.25	185.99
10.8256	409.699	191.501
11.0338	466.003	244.749
11.242	513.166	203.853
11.4502	489.653	193.723
11.6583	572.769	174.44
11.8665	581.309	210.093
12.0747	562.111	217.778
12.2829	606.307	207.984
12.4911	617.093	231.243
12.6993	543.67	238.701
12.9074	588.953	272.1
13.1156	557.576	312.378
13.3238	502.632	258.382
13.532	582.239	220.539
13.7402	528.315	205.64
13.9484	523.801	200.856
14.1565	565.402	196.247
14.3647	535.314	201.321
14.5729	577.01	201.382
14.7811	691.274	180.854
14.9893	746.667	188.932
15.1975	674.215	157.862
15.4057	695.693	154.277
15.6138	688.554	213.863
15.822	638.335	264.604
16.0302	639.296	214.82
16.2384	644.516	179.139
16.4466	822.802	181.715
16.6548	678.976	189.564
16.8629	691.847	180.61
17.0711	805.081	185.861
17.2793	658.306	159.167
17.4875	528.483	185.444
17.6957	592.27	178.002
17.9039	562.956	202.117
18.1121	483	159
