Distance_(microns)	DAPI	XIST
0	1250	354
0.1524	1391.454	317.884
0.3048	1516.974	331.944
0.4572	1621.667	336.642
0.6096	1490.021	272.808
0.762	1563.36	336.087
0.9144	1699.025	345.407
1.0668	1733.181	327.595
1.2192	1586.844	366.765
1.3716	1313.519	450.593
1.524	1209.107	373.074
1.6764	1152.519	372.699
1.8289	1198.733	347.551
1.9813	1155.909	416.637
2.1337	1145.771	457.698
2.2861	1129.35	410.798
2.4385	1389.437	370.032
2.5909	1301.732	380.583
2.7433	1184.963	367.111
2.8957	1120.296	400.706
3.0481	1204.58	404.869
3.2005	1262.597	408.984
3.3529	1368.961	367.318
3.5053	1330.242	370.83
3.6577	1271.593	370.444
3.8101	1308.17	368.445
3.9625	1417.975	322.231
4.1149	1499.667	350
4.2673	1497.911	329.65
4.4197	1447.378	310.743
4.5721	1363.728	327.7
4.7245	1305.206	310.701
4.8769	1348.523	321.385
5.0293	1320.103	335.436
5.1818	1244.607	318.163
5.3342	1311.452	376.304
5.4866	1403.63	370.222
5.639	1529.519	342.513
5.7914	1510.049	333.563
5.9438	1654.975	319.111
6.0962	1469.684	311.865
6.2486	1479.316	351.533
6.401	1449.473	309.255
6.5534	1503.801	369.094
6.7058	1605.448	325.532
6.8582	1713.593	315.074
7.0106	1614.866	345.434
7.163	1497.493	300.153
7.3154	1445.65	292.63
7.4678	1579.328	302.99
7.6202	1697.926	295.294
7.7726	1616.473	285.86
7.925	1597.456	303.624
8.0774	1459.673	316.591
8.2298	1540.333	375.667
8.3822	1670.666	452.052
8.5347	1758.848	621.606
8.6871	1730.255	837.226
8.8395	1653.942	1034.166
8.9919	1785.573	1038.125
9.1443	1724.881	1174.992
9.2967	1839.69	1242.014
9.4491	1864.036	1503.479
9.6015	1788.63	1616.556
9.7539	1717.347	1416.898
9.9063	1727.115	1232.186
10.0587	1591.317	806.831
10.2111	1171.749	591.251
10.3635	799.415	455.404
10.5159	650.835	378.811
10.6683	563.046	325.196
10.8207	541.404	304.956
10.9731	474.37	283.481
11.1255	398.996	269.159
11.2779	439.634	251.896
11.4303	443.07	245.572
11.5827	417.378	272.23
11.7351	473.382	231.715
11.8876	405.465	256.189
12.04	348.412	275.172
12.1924	354.16	264.882
12.3448	427	239
