Distance_(microns)	DAPI	XIST
0	820	332
0.2082	1089.776	319.044
0.4164	939.502	349.511
0.6246	907.999	381.063
0.8327	1066.824	446.564
1.0409	1100.698	484.057
1.2491	982.899	427.89
1.4573	1046.031	402.036
1.6655	1203.13	454.616
1.8737	1373.809	629.756
2.0818	1450.361	1237.54
2.29	1357.634	1638.434
2.4982	1428.765	1880.458
2.7064	1520.423	1766.443
2.9146	1378.432	1705.03
3.1228	1326.35	1518.816
3.331	1350.003	1578.222
3.5391	1395.178	1892.13
3.7473	1478.44	1610.455
3.9555	1318.551	1231.448
4.1637	1451.787	772.075
4.3719	1295.589	535.02
4.5801	1215.069	480.883
4.7882	1195.769	460.031
4.9964	1052.414	425.268
5.2046	1092.04	484.045
5.4128	964.925	505.84
5.621	1150.124	544.817
5.8292	1118.159	532.793
6.0374	1113.877	567.207
6.2455	1132.278	487.544
6.4537	1028.918	552.083
6.6619	1013.847	627.552
6.8701	1047.386	648.047
7.0783	1016.867	559.407
7.2865	950.765	572.832
7.4946	932.301	567.198
7.7028	867.485	668.73
7.911	948.425	579.203
8.1192	811.067	480.63
8.3274	791.904	480.37
8.5356	755.699	482.46
8.7438	684.524	502.721
8.9519	610.566	478.941
9.1601	639.397	515.125
9.3683	629.435	575.217
9.5765	702.209	577.701
9.7847	702.844	526.713
9.9929	718.184	499.655
10.201	735.945	504.973
10.4092	790.794	499.876
10.6174	791.269	460.771
10.8256	921.542	486.01
11.0338	919.791	560.468
11.242	981.628	563.612
11.4502	950.733	528.295
11.6583	1075.269	524.116
11.8665	1170.421	553.335
12.0747	1151.557	598.633
12.2829	999.713	550.205
12.4911	984.229	435.96
12.6993	1041.924	421.702
12.9074	972.774	446.971
13.1156	1061.742	450.423
13.3238	1111.719	446.295
13.532	1097.484	415.168
13.7402	1138.63	408.592
13.9484	1091.606	437.034
14.1565	1196.3	416.026
14.3647	1255.531	417.646
14.5729	1165.406	455.245
14.7811	1127.76	375.697
14.9893	1086.203	347.289
15.1975	1175	402
