Distance_(microns)	DAPI	XIST
0	710	233
0.2082	705.075	222.72
0.4164	758.834	222.742
0.6246	681.238	201.08
0.8327	662.488	177.652
1.0409	657.433	203.57
1.2491	708.676	201.914
1.4573	643.265	175.358
1.6655	651.161	152.363
1.8737	608.817	151.543
2.0818	500.407	180.366
2.29	510.49	179.738
2.4982	591.349	195.327
2.7064	616.808	200.783
2.9146	666.559	203.664
3.1228	597.039	215.172
3.331	535.304	229.078
3.5391	609.986	221.026
3.7473	532.975	211.917
3.9555	596.889	228.556
4.1637	495.007	269.071
4.3719	647.596	220.49
4.5801	675.83	229.55
4.7882	624.605	196.545
4.9964	742.352	183.003
5.2046	641.018	211.964
5.4128	666.243	225.038
5.621	782.18	231.33
5.8292	712.856	201.138
6.0374	663.659	178.19
6.2455	683.011	231.152
6.4537	652.294	199.143
6.6619	690.783	231.845
6.8701	738.249	241.751
7.0783	615.331	251.686
7.2865	715.025	268.004
7.4946	820.44	264.629
7.7028	847.255	173.881
7.911	770.778	220.333
8.1192	843.355	226.878
8.3274	1011.561	241.408
8.5356	971.561	243.366
8.7438	829.95	205.227
8.9519	701.4	196.942
9.1601	674.364	185.012
9.3683	769.792	232.039
9.5765	870.887	271.007
9.7847	869.963	263.214
9.9929	883.097	619.526
10.201	948.736	751.474
10.4092	1044.266	672.459
10.6174	1156.042	589.172
10.8256	1159.872	668.742
11.0338	1040.615	450.756
11.242	883.138	316.573
11.4502	749.269	243.667
11.6583	740.865	182.692
11.8665	839	165
