Distance_(microns)	DAPI	XIST
0	607	610
0.2082	672.844	609.703
0.4164	1004.879	629.422
0.6246	1330.974	732.759
0.8327	1487.278	725.732
1.0409	1591.924	684.471
1.2491	1607.566	627.974
1.4573	1618.499	613.019
1.6655	1565.521	678.849
1.8737	1655.413	596.609
2.0818	1564.922	609.266
2.29	1590.988	631.851
2.4982	1725.685	633.364
2.7064	1877.49	887.526
2.9146	1937.813	1515.127
3.1228	1968.675	1880.472
3.331	1801.026	1880.207
3.5391	1700.106	1744.503
3.7473	1657.466	1851.624
3.9555	1716.482	2173.394
4.1637	1727.073	2467.635
4.3719	2003.161	2444.313
4.5801	2345.257	1959.523
4.7882	1943.826	1372.957
4.9964	1693.488	947.596
5.2046	1591.361	779.815
5.4128	1551.929	657.036
5.621	1518.294	634.243
5.8292	1606.889	661.232
6.0374	1394	571
6.2455	1514.208	602.296
6.4537	1582.898	658.768
6.6619	1495.52	647.908
6.8701	1358.245	641.842
7.0783	1272.049	682.608
7.2865	1193.366	756.46
7.4946	1306.851	717.295
7.7028	1325.599	657.345
7.911	1430.04	645.253
8.1192	1557.063	616.765
8.3274	1795.164	578.463
8.5356	1794.769	542.709
8.7438	1829.95	574.906
8.9519	1699.455	550.656
9.1601	1768.593	668.07
9.3683	1720.669	591.73
9.5765	1612.859	593.583
9.7847	1557.25	643.874
9.9929	1625.463	645.487
10.201	1783.572	656.839
10.4092	1664.715	590.549
10.6174	1861.623	613.627
10.8256	1955.514	542.69
11.0338	1729.218	585.404
11.242	1628.495	603.146
11.4502	1695.503	628.709
11.6583	1707.461	606.048
11.8665	1782.99	558.523
12.0747	1735	568
