Distance_(microns)	DAPI	XIST
0	139	60
0.20818	151.477	89.818
0.41637	133.364	109.545
0.62455	162.682	145.841
0.83274	188.818	135.091
1.04092	163.023	158.682
1.24911	162.727	119.727
1.45729	178.5	143.341
1.66548	189.636	157.455
1.87366	191.841	164.568
2.08185	182.318	119.864
2.29003	240.75	132.5
2.49821	238.727	165.091
2.7064	284.091	201.045
2.91458	304.727	132.091
3.12277	429.864	202.682
3.33095	634.909	185.455
3.53914	499.068	156.227
3.74732	410.545	177.864
3.95551	691.023	219.455
4.16369	484.364	256.364
4.37188	610.409	392.705
4.58006	864.5	701
4.78824	865.773	633.205
4.99643	873.636	533.455
5.20461	852.977	685.477
5.4128	998.364	557.909
5.62098	858.205	449.068
5.82917	826.636	347
6.03735	859.909	390.318
6.24554	757.545	389.136
6.45372	781.523	266.386
6.66191	859.818	295.545
6.87009	745.75	535.5
7.07827	948.273	451.455
7.28646	638.682	217.364
7.49464	623.364	254.364
7.70283	441.386	232
7.91101	311.455	237.545
8.1192	334.841	198.545
8.32738	227.455	218.273
8.53557	196.159	184.114
8.74375	293.773	167.545
8.95194	149.864	178.636
9.16012	371	118
