Distance_(microns)	DAPI	XIST
0	744	444
0.2082	904.301	608.959
0.4164	850.327	612.753
0.6246	1065.834	639.527
0.8327	1444.017	538.49
1.0409	1349.469	513.719
1.2491	1690.159	542.36
1.4573	1747.865	514.802
1.6655	1491.76	583.99
1.8737	1678.203	651.48
2.0818	1557.625	688.359
2.29	1484.27	672.068
2.4982	1657.537	918.162
2.7064	1664.968	1278.034
2.9146	1800.796	2425.464
3.1228	2013.645	3100.887
3.331	1794.76	2747
3.5391	1437.995	1798.612
3.7473	1244.629	1176.878
3.9555	1011.633	798.576
4.1637	863.125	825
4.3719	810.729	782.817
4.5801	957.833	753.051
4.7882	1093.081	672.201
4.9964	997.62	588.5
5.2046	873.559	624.863
5.4128	787.986	529.31
5.621	696.954	536.175
5.8292	692.838	573.718
6.0374	763.298	573.992
6.2455	781.766	561.688
6.4537	765.656	589.93
6.6619	753.92	558.56
6.8701	831.702	597.546
7.0783	851.609	578.261
7.2865	767.504	591.41
7.4946	804.542	538.922
7.7028	821.692	595.396
7.911	925.518	617.991
8.1192	924.93	535.852
8.3274	970	540.5
8.5356	1160.321	520.624
8.7438	1042.682	552.597
8.9519	1396.192	550.01
9.1601	1587.598	564.4
9.3683	1539.484	550.812
9.5765	1480.288	581.317
9.7847	1542.959	697.048
9.9929	1619.16	622.88
10.201	1595.875	597.473
10.4092	1550.328	555.188
10.6174	1748.718	538.977
10.8256	1770.557	507.15
11.0338	1705.92	542.194
11.242	1730.834	528.039
11.4502	1777.816	562.348
11.6583	1717.39	630.98
11.8665	1594.282	643.972
12.0747	1492.679	706.729
12.2829	1462.641	703.241
12.4911	1420.625	585.938
12.6993	1392.851	658.328
12.9074	1323.141	630.429
13.1156	1246.385	552.352
13.3238	1145.64	509.8
13.532	1145.371	515.891
13.7402	1321.119	511.294
13.9484	1364.968	516.276
14.1565	1484.575	539.84
14.3647	1490.651	522.129
14.5729	1586.281	518.297
14.7811	1696.771	552.872
14.9893	1584.95	653.12
15.1975	1539.173	624.454
15.4057	1603.902	630.287
15.6138	1672.168	556.227
15.822	1508.017	567.475
16.0302	1387.519	554.041
16.2384	1082.006	623.584
16.4466	998.393	541.058
16.6548	787	477
