Distance_(microns)	DAPI	XIST
0	327	442
0.2082	271.066	460.748
0.4164	303.891	503.248
0.6246	346.706	563.94
0.8327	318.843	500.678
1.0409	366.705	488.025
1.2491	442.012	582.905
1.4573	860.893	550.58
1.6655	1069.041	461.545
1.8737	1072.024	527.148
2.0818	1176.841	612.012
2.29	1202.5	501.375
2.4982	1141.264	503.744
2.7064	1304.633	485.813
2.9146	1526.785	450.833
3.1228	1339.075	471.554
3.331	1195.141	469.769
3.5391	1539.549	428.427
3.7473	1408.368	494.043
3.9555	1434.329	524.763
4.1637	1122.124	509.579
4.3719	1223.139	593.944
4.5801	1138	523.5
4.7882	1150.642	512.736
4.9964	1125.678	469.612
5.2046	1271.982	456.092
5.4128	1485.824	511.074
5.621	1363.669	534.604
5.8292	1215.264	530.917
6.0374	1197.584	484.845
6.2455	1258.957	473.227
6.4537	1416.295	500.141
6.6619	1510.339	574.669
6.8701	1617.5	609.188
7.0783	1718.779	518.531
7.2865	1707.396	509.119
7.4946	1498.566	569.909
7.7028	1563.641	498.694
7.911	1580.634	477.025
8.1192	1545.992	528.264
8.3274	1418.107	597.562
8.5356	1435.81	581.136
8.7438	1478.457	649.122
8.9519	1421.503	641.191
9.1601	1226	543
9.3683	1157.448	507.68
9.5765	1252.692	551.475
9.7847	1231.822	581.263
9.9929	1341.016	556.314
10.201	1266.316	526.229
10.4092	1245.721	520.676
10.6174	1387.698	588.992
10.8256	1240.174	535.322
11.0338	1383.857	481.139
11.242	1175.293	581.634
11.4502	1331.938	512.125
11.6583	1431.645	511.967
11.8665	1865.529	583.831
12.0747	1315.12	584.595
12.2829	1246.05	621.682
12.4911	1274.45	604.223
12.6993	1214.348	578.366
12.9074	1365.229	604.535
13.1156	1364.195	587.171
13.3238	1280.215	541.388
13.532	1227.56	633.359
13.7402	1413.25	653
13.9484	1551.826	592.907
14.1565	1485.81	533.202
14.3647	1522.531	570.983
14.5729	1500.69	656.764
14.7811	1585.996	754.214
14.9893	1948.43	952.198
15.1975	1811.353	1678.239
15.4057	2075.289	2304.744
15.6138	1973.529	2169.483
15.822	1719.248	1546.926
16.0302	1735.375	1058.312
16.2384	1739.209	769.781
16.4466	1566.511	657.291
16.6548	1455.331	626.066
16.8629	1369.396	649.908
17.0711	1128.843	630.738
17.2793	835.574	593.414
17.4875	550.847	656.467
17.6957	424.991	562.455
17.9039	450.977	640.535
18.1121	360.576	681.317
18.3202	286	463
