Distance_(microns)	DAPI	XIST
0	602	415
0.1435	578.083	338.167
0.287	466.167	427.5
0.4304	583.25	349.5
0.5739	775.333	357.333
0.7174	910.25	356.167
0.8609	1148	361.5
1.0043	1141.083	422.833
1.1478	1152	421
1.2913	1142.75	370.25
1.4348	1435.333	365
1.5782	1428.5	385.167
1.7217	1506	429
1.8652	1364.75	431.583
2.0087	1345.5	600.5
2.1521	1471	484.25
2.2956	1287.667	426.333
2.4391	1358.417	449.5
2.5826	1271.5	450
2.7261	1322.333	459.167
2.8695	1465.333	428.333
3.013	1406.5	445.5
3.1565	1729	432.667
3.3	1432.333	589.083
3.4434	1570	475
3.5869	1442.917	547.833
3.7304	1572.167	513
3.8739	1894.5	487.75
4.0173	1656	580.667
4.1608	1628.583	557.25
4.3043	1677	571
4.4478	1550.083	554.667
4.5913	1532.333	501.333
4.7347	1494.75	556.75
4.8782	1586.667	627
5.0217	1594.25	581.333
5.1652	1378	533
5.3086	1333.25	493
5.4521	1090.5	517.333
5.5956	1084.5	545
5.7391	1023	561.333
5.8825	941.25	604.25
6.026	906	507.5
6.1695	951.917	557.333
6.313	1188.667	529.333
6.4564	1057.5	559.75
6.5999	1053.5	444.333
6.7434	939.333	465
6.8869	829	564
7.0304	937.167	590.167
7.1738	781.167	560.5
7.3173	877	525.75
7.4608	859.667	568
7.6043	884	596.417
7.7477	1050.5	528.5
7.8912	1595.833	574.75
8.0347	1753	518
8.1782	1619.75	602.75
8.3216	1543.167	600.5
8.4651	1482.333	495.667
8.6086	1333	602
8.7521	1276.167	588
8.8955	1319.333	550
9.039	1309.75	576.75
9.1825	1134.333	603.333
9.326	936.25	600.417
9.4695	945.5	527.5
9.6129	1000.417	547.417
9.7564	1112.667	480.333
9.8999	1424.5	560.75
10.0434	1399.5	483.667
10.1868	1477.25	608.167
10.3303	1527	582
10.4738	1466.833	677.167
10.6173	1319.5	599.333
10.7607	1298.5	589.75
10.9042	1543.667	555.667
11.0477	1695.667	623.583
11.1912	1436	515.5
11.3347	1578.083	467.417
11.4781	1406	525
11.6216	1158.75	465
11.7651	1206.333	460.833
11.9086	1166	546.333
12.052	1005	554
12.1955	1101.417	660.75
12.339	983	758.333
12.4825	1167.25	813.25
12.6259	1351.333	1046.333
12.7694	1382.083	1383.583
12.9129	1577.5	1656
13.0564	1862.75	1967.083
13.1998	1961.333	2036.333
13.3433	2212	2252.25
13.4868	2265.167	2279.333
13.6303	2332.417	1782
13.7738	2263	1422
13.9172	2655.417	1251
14.0607	2215.167	869.333
14.2042	2206.75	876
14.3477	1689.333	722.667
14.4911	1156.583	611.5
14.6346	784	548.5
14.7781	678.75	573.583
14.9216	626	627.333
15.065	625.75	708
15.2085	512.667	614.167
15.352	640.083	690.75
15.4955	426	622
