Distance(µm)	H2AK119ub	Ser5 POLII
0	172.436	39.904
0.1833	335.901	254.044
0.3666	382.868	687.972
0.5499	360.116	831.518
0.7332	379.191	653.06
0.9164	392.448	798.556
1.0997	343.766	837.28
1.283	341.443	996.827
1.4663	340.076	815.547
1.6496	333.159	890.797
1.8329	376.367	795.691
2.0162	620.058	688.529
2.1995	1009.855	674.361
2.3827	1090.118	585.722
2.566	930.163	470.056
2.7493	705.224	358.443
2.9326	611.34	306.047
3.1159	622.478	234.493
3.2992	702.611	207.742
3.4825	800.343	275.897
3.6658	866.461	337.65
3.849	911.88	300.752
4.0323	801.823	370.122
4.2156	567.795	439.494
4.3989	409.786	440.042
4.5822	369.524	554.744
4.7655	294.477	694.442
4.9488	219.162	717.49
5.1321	201.086	622.377
5.3153	201.619	480.374
5.4986	193.727	476.828
5.6819	176.084	370.912
5.8652	169.78	216.243
6.0485	188.043	186.467
6.2318	182.76	233.15
6.4151	171.429	222.459
6.5984	178.137	202.344
6.7816	205.512	299.007
6.9649	242.934	463.476
7.1482	255.261	702.577
7.3315	270.461	859.516
7.5148	332.063	747.632
7.6981	383.847	706.745
7.8814	376.185	623.672
8.0647	342.447	445.251
8.2479	295.757	378.525
8.4312	267.992	338.257
8.6145	244.123	372.682
8.7978	254.649	628.137
8.9811	287.464	743.711
9.1644	314.116	704.216
9.3477	318.529	593.629
9.531	338.564	616.4
9.7142	394.05	731.765
9.8975	431.12	661.898
10.0808	452.92	676.565
10.2641	446.217	692.607
10.4474	436.899	685.659
10.6307	315.926	501.499
10.814	127.561	241.215
