Distance(µm)	H2AK119ub	Ser5 POLII
0	213.273	416.123
0.18329	333.446	514.427
0.36658	369.1	447.011
0.54986	361.801	602.492
0.73315	380.606	688.257
0.91644	433.524	641.538
1.09973	480.481	772.345
1.28301	461.787	888.327
1.4663	422.794	744.211
1.64959	412.389	687.464
1.83288	425.814	872.549
2.01616	450.743	926.635
2.19945	475.689	834.863
2.38274	499.52	720.329
2.56603	507.552	765.558
2.74931	546.886	1018.83
2.9326	525.262	781.11
3.11589	551.882	600.924
3.29918	684.319	387.624
3.48246	862.065	298.405
3.66575	1042.187	300.587
3.84904	1113.487	368.794
4.03233	1084.942	253.223
4.21561	1054.667	261.932
4.3989	1049.399	301.318
4.58219	1042.519	424.734
4.76548	1005.099	491.38
4.94876	866.735	586.326
5.13205	654.563	592.007
5.31534	554.367	692.375
5.49863	674.83	908.45
5.68191	663.582	892.919
5.8652	498.598	878.255
6.04849	428.983	833.859
6.23178	465.496	713.476
6.41506	519.091	715.51
6.59835	502.472	797.064
6.78164	486.685	710.191
6.96493	444.463	753.133
7.14821	414.198	944.901
7.3315	456.91	1113.238
7.51479	488.196	950.387
7.69808	455.316	722.971
7.88136	451.265	582.932
8.06465	521.833	480.224
8.24794	588.768	485.918
8.43123	605.123	539.418
8.61451	510.794	583.314
8.7978	392.851	410.33
8.98109	190.628	202.198
