Distance(µm)	H2AK119ub	Ser5 POLII
0	61.197	95.315
0.2126	88.411	111.633
0.4252	114.876	107.701
0.6378	113.969	138.692
0.8505	124.94	170.828
1.0631	123.312	171.19
1.2757	110.345	143.03
1.4883	94.972	136.998
1.7009	83.255	143.695
1.9135	91.77	139.447
2.1261	117.222	141.033
2.3387	143.251	124.563
2.5514	147.652	144.151
2.764	167.619	189.428
2.9766	158.596	222.625
3.1892	152.006	221.699
3.4018	129.747	224.752
3.6144	142.663	238.312
3.827	177.386	282.224
4.0397	151.243	253.062
4.2523	133.685	245.396
4.4649	121.33	257.58
4.6775	120.804	252.876
4.8901	138.649	232.478
5.1027	137.86	217.499
5.3153	128.429	222.591
5.528	124.879	208.584
5.7406	119.796	200.814
5.9532	111.058	278.959
6.1658	106.098	295.211
6.3784	129.423	308.367
6.591	128.355	275.879
6.8036	142.782	195.128
7.0162	172.541	243.874
7.2289	221.948	228.833
7.4415	339.853	216.85
7.6541	371.752	213.662
7.8667	299.625	210.728
8.0793	247.84	188.037
8.2919	216.309	146.138
8.5045	170.429	130.205
8.7172	149.341	147.883
8.9298	137.106	154.437
9.1424	119.423	135.386
9.355	122.675	120.12
9.5676	109.637	134.914
9.7802	107.263	152.513
9.9928	134.859	183.154
10.2055	136.849	162.853
10.4181	135.76	148.63
10.6307	128.848	161.218
10.8433	137.419	154.782
11.0559	126.274	202.956
11.2685	107.36	147.312
11.4811	114.246	84.206
11.6937	85.848	57.862
11.9064	60.501	48.976
12.119	52.943	18.989
12.3316	29.47	10.864
