Distance(µm)	H2AK119ub	Ser5 POLII
0	50.405	23.14
0.21261	154.968	66.409
0.42523	250.872	130.501
0.63784	381.995	163.44
0.85045	488.293	202.966
1.06307	621.744	251.1
1.27568	572.265	311.405
1.48829	351.007	384.939
1.70091	168.686	368.001
1.91352	131.403	309.982
2.12614	147.263	275.326
2.33875	144.615	327.578
2.55136	146.73	333.008
2.76398	170.464	299.364
2.97659	154.984	236.52
3.1892	116.18	188.25
3.40182	87.635	123.008
3.61443	74.036	130.333
3.82704	96.774	131.843
4.03966	110.025	130.944
4.25227	107.223	150.04
4.46488	90.783	165.075
4.6775	100.124	165.322
4.89011	108.289	175.39
5.10273	109.067	195.878
5.31534	110.579	206.746
5.52795	107.614	237.454
5.74057	125.448	250.479
5.95318	164.115	340.398
6.16579	167.488	395.983
6.37841	156.414	410.02
6.59102	161.763	379.212
6.80363	151.156	377.924
7.01625	120.234	324.908
7.22886	127.533	242.566
7.44147	119.902	125.463
7.65409	66.022	55.159
7.8667	30.486	20.378
