Distance(µm)	H2AK119ub	Ser5 POLII
0	110.491	260.805
0.2126	232.82	313.561
0.4252	337.092	328.073
0.6378	372.884	397.512
0.8505	364.147	512.197
1.0631	304.775	557.624
1.2757	208.996	587.346
1.4883	162.576	573.519
1.7009	159.326	516.317
1.9135	153.58	514.762
2.1261	141.027	516.203
2.3387	135.674	536.216
2.5514	143.815	533.978
2.764	145.798	522.03
2.9766	153.143	572.929
3.1892	158.45	607.505
3.4018	133.574	618.966
3.6144	128.268	626.574
3.827	156.642	611.869
4.0397	156.961	622.14
4.2523	140.29	681.171
4.4649	153.893	658.493
4.6775	159.449	493.981
4.8901	133.179	358.141
5.1027	99.029	287.58
5.3153	76.797	296.705
5.528	73.628	255.866
5.7406	69.975	151.988
5.9532	71.694	104.477
6.1658	77.998	113.541
6.3784	78.354	149.898
6.591	68.489	163.942
6.8036	53.974	140.181
7.0162	46.896	119.892
7.2289	49.397	97.611
7.4415	49.452	91.409
7.6541	42.176	95.951
7.8667	41.2	84.471
8.0793	45.86	81.209
8.2919	36.682	76.219
8.5045	37.943	75.017
8.7172	64.021	107.796
8.9298	97.968	137.839
9.1424	108.374	190.091
9.355	118.546	296.004
9.5676	140.674	519.75
9.7802	154.98	788.989
9.9928	162.944	834.705
10.2055	108.446	738.153
10.4181	90.489	668.885
10.6307	101.468	624.555
10.8433	126.323	590.066
11.0559	135.191	561.843
11.2685	137.534	469.364
11.4811	154.798	428.466
11.6937	151.512	476.674
11.9064	116.936	480.58
12.119	112.479	482.095
12.3316	121.921	333.798
12.5442	114.824	336.017
12.7568	117.299	388.997
12.9694	112.21	360.951
13.182	121.202	309.753
13.3947	103.129	256.651
13.6073	87.287	164.507
13.8199	46.108	100.836
