Distance(µm)	H2AK119ub	Ser5 POLII
0	74.076	60.21
0.2126	167.483	169.272
0.4252	226.458	288.756
0.6378	264.591	328.326
0.8505	261.933	366.385
1.0631	238.869	394.634
1.2757	256.84	306.084
1.4883	275.685	199.407
1.7009	225.025	115.706
1.9135	162.226	111.502
2.1261	141.857	147.459
2.3387	138.473	132.858
2.5514	149.881	130.548
2.764	147.931	112.945
2.9766	160.105	112.463
3.1892	180.251	113.937
3.4018	252.43	363.484
3.6144	272.161	517.387
3.827	244.806	472.034
4.0397	224.326	474.543
4.2523	268.339	509.1
4.4649	300.407	465.687
4.6775	309.889	458.054
4.8901	296.539	466.537
5.1027	282.805	507.65
5.3153	322.643	385.936
5.528	324.698	252.978
5.7406	299.121	151.566
5.9532	278.413	87.431
6.1658	261.468	78.86
6.3784	264.281	80.605
6.591	292.233	80.915
6.8036	329.913	90.967
7.0162	384.569	109.123
7.2289	469.096	123.675
7.4415	482.445	145.308
7.6541	384.526	272.013
7.8667	266.932	449.523
8.0793	218.649	440.222
8.2919	196.159	324.404
8.5045	190.376	267.041
8.7172	184.53	292.674
8.9298	182.865	334.345
9.1424	193.568	419.449
9.355	219.485	373.487
9.5676	250.956	344.989
9.7802	275.828	358.016
9.9928	239.435	278.353
10.2055	186.605	268.876
10.4181	179.236	267.519
10.6307	181.688	251.062
10.8433	122.024	113.075
