Distance(µm)	H2AK119ub	Ser5 POLII
0	72.572	278.827
0.2126	106.49	320.286
0.4252	118.783	213.954
0.6378	171.423	224.781
0.8505	249.948	219.443
1.0631	328.539	235.282
1.2757	388.805	249.362
1.4883	401.255	254.187
1.7009	380.029	244.406
1.9135	367.048	250.674
2.1261	365.432	273.18
2.3387	375.348	329.445
2.5514	382.332	354.727
2.764	381.597	392.626
2.9766	308.225	518.471
3.1892	230.99	574.219
3.4018	215.072	533.932
3.6144	189.436	504.722
3.827	146.3	524.2
4.0397	152.165	546.323
4.2523	156.551	529.545
4.4649	164.297	423.099
4.6775	185.546	443.187
4.8901	181.678	594.878
5.1027	211.261	553.952
5.3153	223.282	594.363
5.528	207.309	583.263
5.7406	200.109	579.445
5.9532	198.69	577.461
6.1658	177.536	523.366
6.3784	173.492	492.028
6.591	181.785	555.823
6.8036	162.491	577.717
7.0162	146.099	490.644
7.2289	119.521	370.256
7.4415	110.458	262.382
7.6541	120.001	289.577
7.8667	121.753	306.901
8.0793	117.11	256.941
8.2919	102.9	216.73
8.5045	89.677	200.142
8.7172	102.271	217.449
8.9298	129.822	203.528
9.1424	121.135	143.527
9.355	118.45	187.738
9.5676	110.486	244.118
9.7802	131.615	207.284
9.9928	136.013	230.901
10.2055	164.406	306.952
10.4181	205.609	445.109
10.6307	199.465	569.948
10.8433	188.399	606.543
11.0559	183.945	676.969
11.2685	186.201	611.583
11.4811	152.861	467.968
11.6937	101.844	540.788
11.9064	101.218	603.782
12.119	158.663	548.769
12.3316	164.043	532.864
12.5442	150.86	410.588
12.7568	129.931	312.278
12.9694	98.011	288.958
13.182	74.023	254.218
13.3947	42.517	169.697
