Distance(µm)	H2AK119ub	Ser5 POLII
0	85.483	116.453
0.2126	149.145	214.881
0.4252	185.159	270.966
0.6378	189	292.793
0.8505	213.452	299.775
1.0631	211.975	335.749
1.2757	187.103	426.609
1.4883	176.354	461.459
1.7009	199.213	424.544
1.9135	208.934	424.081
2.1261	203.468	469.775
2.3387	190.582	541.819
2.5514	174.501	464.447
2.764	141.119	350.428
2.9766	121.619	360.53
3.1892	119.921	414.46
3.4018	136.217	482.655
3.6144	160.602	579.507
3.827	187.957	587.67
4.0397	217.9	564.305
4.2523	216.69	511.783
4.4649	178.054	490.169
4.6775	178.292	489.094
4.8901	126.135	411.375
5.1027	81.543	280.633
5.3153	80.586	330.501
5.528	137.619	441.673
5.7406	242.678	495.985
5.9532	295.251	624.672
6.1658	250.096	583.798
6.3784	243.902	426.281
6.591	293.337	382.176
6.8036	371.558	363.117
7.0162	421.534	301.35
7.2289	411.632	262.215
7.4415	391.167	359.587
7.6541	388.423	479.212
7.8667	356.823	452.834
8.0793	247.871	624.169
8.2919	176.45	619.354
8.5045	144.141	529.007
8.7172	134.716	606.799
8.9298	146.779	520.309
9.1424	181.041	425.258
9.355	202.336	547.868
9.5676	192.056	763.696
9.7802	209.05	646.497
9.9928	222.229	456.23
10.2055	205.069	448.935
10.4181	199.646	578.614
10.6307	223.672	620.196
10.8433	262.966	540.868
11.0559	279.155	447.36
11.2685	245.538	399.956
11.4811	199.811	438.209
11.6937	177.186	459.116
11.9064	204.18	530.062
12.119	208.43	397.963
12.3316	169.159	257.573
12.5442	164.98	232.895
12.7568	96.256	124.269
