Distance(µm)	H2AK119ub	Ser5 POLII
0	121.904	269.497
0.2126	277.477	671.047
0.4252	388.366	1132.316
0.6378	454.563	1385.378
0.8505	454.204	1447.449
1.0631	399.138	1491.951
1.2757	374.998	1476.182
1.4883	533.631	1350.151
1.7009	1116.628	1171.591
1.9135	1467.006	963.876
2.1261	1556.863	845.495
2.3387	1570.213	1048.094
2.5514	1539.188	1078.595
2.764	1333.465	1254.342
2.9766	871.13	1490.6
3.1892	575.671	1561.438
3.4018	482.309	1570.787
3.6144	468.225	1552.021
3.827	410.277	1506.456
4.0397	462.892	1226.94
4.2523	571.194	964.197
4.4649	682.642	1134.061
4.6775	665.006	1047.368
4.8901	631.005	1037.699
5.1027	605.488	1112.292
5.3153	514.554	1150.023
5.528	464.243	1285.064
5.7406	435.04	1464.233
5.9532	458.165	1480.107
6.1658	463.524	1549.335
6.3784	456.948	1552.932
6.591	437.473	1494.333
6.8036	404.752	1027.852
7.0162	356.136	673.568
7.2289	330.877	402.261
7.4415	322.695	439.456
7.6541	291.783	439.024
7.8667	258.08	552.606
8.0793	329.331	750.104
8.2919	404.258	884.929
8.5045	449.395	1164.578
8.7172	463.403	1415.73
8.9298	464.996	1166.516
9.1424	491.397	1231.837
9.355	493.24	1423.87
9.5676	424.807	1392.84
9.7802	393.001	1237.04
9.9928	405.886	1140.838
10.2055	382.923	636.328
10.4181	222.381	315.296
