Distance(µm)	H2AK119ub	Ser5 POLII
0	128.241	166.974
0.21261	215.275	222.157
0.42523	321.253	268.416
0.63784	352.746	269.952
0.85045	324.807	221.368
1.06307	293.82	229.918
1.27568	301.822	253.795
1.48829	402.283	256.226
1.70091	598.406	249.49
1.91352	668.114	268.941
2.12614	559.996	276.619
2.33875	478.268	260.204
2.55136	425.881	227.099
2.76398	270.517	202.095
2.97659	207.501	200.228
3.1892	175.551	189.568
3.40182	167.238	164.519
3.61443	185.508	183.315
3.82704	210.111	239.689
4.03966	216.311	232.849
4.25227	191.14	201.937
4.46488	178.592	217.586
4.6775	175.961	144.833
4.89011	154.961	110.064
5.10273	124.63	110.695
5.31534	119.78	147.52
5.52795	116.165	147.824
5.74057	127.527	153.455
5.95318	157.736	202.091
6.16579	181.353	197.374
6.37841	181.086	208.54
6.59102	192.306	227.548
6.80363	179.113	253.251
7.01625	179.348	277.03
7.22886	140.133	200.61
7.44147	111.112	170.772
7.65409	64.334	122.777
