Distance(µm)	H2AK119ub	Ser5 POLII
0	329.75	354.625
0.2126	570.918	550.354
0.4252	679.002	734.192
0.6378	634.309	854.62
0.8505	614.282	876.629
1.0631	671.795	858.41
1.2757	696.609	830.782
1.4883	684.012	726.728
1.7009	694.218	780.472
1.9135	691.544	1007.675
2.1261	685.192	922.996
2.3387	663.784	631.252
2.5514	634.323	622.556
2.764	620.007	666.355
2.9766	594.079	738.327
3.1892	520.784	779.77
3.4018	497.653	798.504
3.6144	529.423	687.244
3.827	514.109	721.319
4.0397	506.18	777.526
4.2523	550.032	679.524
4.4649	654.279	573.134
4.6775	765.19	461.49
4.8901	849.271	455.134
5.1027	893.75	508.484
5.3153	943.299	489.854
5.528	984.964	474.224
5.7406	807.404	423.551
5.9532	520.742	370.46
6.1658	333.043	364.667
6.3784	283.349	334.175
6.591	286.344	330.938
6.8036	322.44	393.109
7.0162	343.474	405.507
7.2289	378.931	327.002
7.4415	420.191	366.471
7.6541	439.427	521.403
7.8667	466.565	631.717
8.0793	485.476	629.492
8.2919	466.234	565.545
8.5045	468.161	419.766
8.7172	478.707	413.258
8.9298	511.944	543.107
9.1424	530.183	701.12
9.355	499.169	768.524
9.5676	466.082	751.233
9.7802	433.292	709.304
9.9928	450.891	695.505
10.2055	546.815	768.403
10.4181	591.998	883.095
10.6307	530.663	916.323
10.8433	491.62	859.395
11.0559	513.992	899.113
11.2685	534.294	934.485
11.4811	550.742	869.508
11.6937	527.306	672.827
11.9064	482.347	627.052
12.119	497.308	645.791
12.3316	532.329	607.871
12.5442	488.962	633.81
12.7568	464.073	533.927
12.9694	460.209	331.55
13.182	318.25	136.812
