Distance(µm)	H2AK119ub	Ser5 POLII
0	293.222	359
0.17328	450.49	534.987
0.34656	542.823	686.735
0.51984	583.955	772.84
0.69312	563.606	819.302
0.8664	536.636	825.508
1.03967	542.417	840.044
1.21295	550.945	863.81
1.38623	573.929	816.415
1.55951	574.009	730.353
1.73279	522.643	688.541
1.90607	433.501	586.851
2.07935	408.951	585.269
2.25263	470.799	587.617
2.42591	504.917	561.656
2.59919	497.95	476.206
2.77247	497.215	375.098
2.94575	531.02	350.385
3.11902	546.481	417.128
3.2923	532.233	495.46
3.46558	534.267	634.409
3.63886	578.365	763.283
3.81214	608.258	796.825
3.98542	612.461	720.519
4.1587	588.202	691.229
4.33198	550.489	716.414
4.50526	527.284	658.518
4.67854	525.469	545.544
4.85182	521.292	483.556
5.0251	500.739	469.438
5.19837	552.694	498.488
5.37165	695.505	570.461
5.54493	924.973	630.952
5.71821	1113.576	595.009
5.89149	1154.035	575.776
6.06477	1120.799	603.792
6.23805	1038.167	637.159
6.41133	888.102	646.117
6.58461	745.213	586.713
6.75789	640.735	493.057
6.93117	582.202	429.591
7.10445	530.577	363.111
7.27772	490.365	313.066
7.451	461.835	346.963
7.62428	467.837	408.378
7.79756	490.695	478.452
7.97084	507.101	478.761
8.14412	493.455	422.818
8.3174	488.481	372.705
8.49068	493.021	366.637
8.66396	521.649	381.686
8.83724	558.928	406.92
9.01052	546.234	408.53
9.1838	471.735	332.381
9.35707	395.374	222.036
9.53035	283.379	147.719
9.70363	142.667	106.333
