Distance(µm)	H2AK119ub	Ser5 POLII
0	373.75	95.062
0.2126	842.229	183.887
0.4252	1266.613	323.907
0.6378	1495.559	388.844
0.8505	1470.468	456.97
1.0631	1159.025	509.513
1.2757	819.478	539.455
1.4883	653.75	543.37
1.7009	642.141	527.144
1.9135	475.926	484.788
2.1261	392.269	480.003
2.3387	399.012	587.659
2.5514	429.987	643.987
2.764	469.308	632.623
2.9766	565.092	592.982
3.1892	711.432	561.646
3.4018	693.771	496.436
3.6144	586.151	433.446
3.827	482.725	352.239
4.0397	392.162	251.536
4.2523	356.616	221.574
4.4649	369.905	208.145
4.6775	431.372	254.17
4.8901	510.59	334.227
5.1027	563.566	427.104
5.3153	544.469	567.818
5.528	490.88	779.586
5.7406	468.543	821.175
5.9532	477.562	825.992
6.1658	515.25	834.628
6.3784	541.711	746.953
6.591	559.846	679.811
6.8036	621.448	726.138
7.0162	706.165	722.491
7.2289	702.253	671.051
7.4415	676.248	679.762
7.6541	614.224	669.873
7.8667	484.201	683.649
8.0793	400.819	640.843
8.2919	455.388	613.524
8.5045	590.811	659.818
8.7172	630.563	628.293
8.9298	657.255	616.434
9.1424	653.963	625.748
9.355	597.885	699.006
9.5676	602.003	659.491
9.7802	609.301	572.536
9.9928	580.113	552.414
10.2055	564.314	553.629
10.4181	535.577	605.484
10.6307	520.241	717.811
10.8433	525.152	788.386
11.0559	523.112	778.782
11.2685	556.215	809.471
11.4811	576.216	762.337
11.6937	576.543	685.711
11.9064	578.592	591.805
12.119	596.563	573.175
12.3316	591.941	616.31
12.5442	550.651	611.274
12.7568	473.475	446.02
12.9694	294	252
