Distance(µm)	H2AK119ub	Ser5 POLII
0	98.156	112.531
0.2126	293.328	203.629
0.4252	525.884	259.841
0.6378	691.545	246.913
0.8505	852.728	249.584
1.0631	1006.627	310.85
1.2757	1035.044	428.123
1.4883	970.397	472.65
1.7009	897.041	490.417
1.9135	783.56	426.506
2.1261	664.814	407.337
2.3387	528	387.083
2.5514	431.481	326.838
2.764	347.474	306.669
2.9766	325.362	242.005
3.1892	332.405	185.165
3.4018	354.009	168.416
3.6144	321.236	217.093
3.827	310.606	293.94
4.0397	306.559	339.002
4.2523	319.62	351.677
4.4649	356.783	397.025
4.6775	387.125	442.312
4.8901	442.299	482.714
5.1027	478.497	435.927
5.3153	514.034	365.597
5.528	583.441	397.121
5.7406	601.467	482.979
5.9532	550.303	549.827
6.1658	536.667	603.098
6.3784	555.95	603.971
6.591	522.961	630.445
6.8036	502.593	693.245
7.0162	514.5	581
7.2289	515.502	564.118
7.4415	513.381	481.697
7.6541	538.691	412.179
7.8667	578.545	371.697
8.0793	607.592	399.52
8.2919	572.715	431.099
8.5045	560.626	385.731
8.7172	595.323	357.722
8.9298	606.897	348.459
9.1424	605.573	419.517
9.355	603.729	541.906
9.5676	596.473	591.262
9.7802	627.911	501.757
9.9928	657.821	465.616
10.2055	671.045	395.445
10.4181	637.043	402.073
10.6307	607.172	415.777
10.8433	553.601	408.702
11.0559	520.357	287.286
11.2685	480.868	167.061
11.4811	378.002	88.4
11.6937	200.167	54.333
