Distance(µm)	H2AK119ub	Ser5 POLII
0	391.875	358.625
0.1733	646.036	441.337
0.3466	830.88	445.441
0.5198	917.348	438.4
0.6931	929.518	430.706
0.8664	911.384	455.19
1.0397	865.392	583.227
1.213	784.786	634.392
1.3862	707.101	655.858
1.5595	610.031	702.964
1.7328	529.294	718.435
1.9061	503.761	742.554
2.0793	494.448	765.318
2.2526	485.53	718.703
2.4259	464.91	614.974
2.5992	420.96	541.033
2.7725	401.106	569.864
2.9457	443.941	667.135
3.119	511.699	705.878
3.2923	539.488	705.006
3.4656	512.96	627.31
3.6389	506.722	555
3.8121	523.456	554.495
3.9854	528.453	586.163
4.1587	529.618	518.419
4.332	530.553	512.847
4.5053	521.828	572.357
4.6785	506.717	590.793
4.8518	501.625	604.287
5.0251	512.061	583.842
5.1984	504.405	585.737
5.3717	496.344	599.077
5.5449	482.645	540.279
5.7182	440.321	419.667
5.8915	381.428	322.514
6.0648	315.599	308.343
6.238	262.893	298.352
6.4113	240.306	253.714
6.5846	248.235	218.851
6.7579	272.556	234.758
6.9312	330.267	262.319
7.1044	395.355	369.423
7.2777	457.875	520.167
7.451	498.329	671.49
7.6243	537.58	751.781
7.7976	597.324	784.903
7.9708	654.8	820.047
8.1441	647.828	852.374
8.3174	595.882	871.121
8.4907	576.826	885.185
8.664	580.959	900.291
8.8372	593.377	863.245
9.0105	626.045	832.021
9.1838	635.049	849.607
9.3571	647.867	827.577
9.5304	694.917	792.718
9.7036	723.924	774.468
9.8769	703.376	813.333
10.0502	701.448	835.678
10.2235	694.197	722.262
10.3967	637.166	583.077
10.57	544.037	463.966
10.7433	437.385	327.886
10.9166	297.625	218.625
