Distance(µm)	H2AK119ub	Ser5 POLII
0	251.472	165.181
0.2126	519.933	236.091
0.4252	774.936	294.808
0.6378	959.417	382.196
0.8505	1109.326	452.706
1.0631	1210.99	427.096
1.2757	1206.52	465.498
1.4883	1092.968	541.561
1.7009	920.171	668.019
1.9135	800.389	757.045
2.1261	757.126	782.55
2.3387	717.044	851.393
2.5514	590.512	818.991
2.764	541.97	814.026
2.9766	531.555	861.86
3.1892	558.409	1029.963
3.4018	591.113	1061.095
3.6144	599.786	1004.733
3.827	596.159	893.022
4.0397	574.803	804.997
4.2523	558.201	699.122
4.4649	532.841	610.012
4.6775	502.501	526.425
4.8901	489.888	513.282
5.1027	486.767	540.631
5.3153	509.494	545.862
5.528	522.19	702.478
5.7406	536.481	926.882
5.9532	570.345	963.589
6.1658	575.869	985.886
6.3784	567.064	970.208
6.591	558.414	964.582
6.8036	526.244	889.543
7.0162	510.916	866.362
7.2289	505.034	898.181
7.4415	505.971	1039.668
7.6541	512.544	1142.01
7.8667	503.725	998.382
8.0793	491.976	863.529
8.2919	472.951	743.614
8.5045	473.713	665.795
8.7172	486.127	585.884
8.9298	496.701	579.815
9.1424	516.564	648.059
9.355	546.168	603.483
9.5676	534.919	567.663
9.7802	497.997	463.244
9.9928	450.932	352.842
10.2055	411.826	336.788
10.4181	410.586	382.936
10.6307	454.841	461.583
10.8433	513.674	558.549
11.0559	585.538	678.807
11.2685	667.461	788.531
11.4811	720.891	821.792
11.6937	736.833	809.292
11.9064	653.696	712.168
12.119	543.123	547.353
12.3316	418.791	366.362
12.5442	253.778	210.778
