Distance(µm)	H2AK119ub	Ser5 POLII
0	218.672	169.297
0.21261	413.811	293
0.42523	576.454	415.67
0.63784	676.654	503.837
0.85045	709.639	563.686
1.06307	715.5	573.722
1.27568	708.9	570.952
1.48829	698.592	600.596
1.70091	704.935	655.614
1.91352	703.7	695.8
2.12614	640.911	699.03
2.33875	545.393	653.706
2.55136	487.034	631.134
2.76398	476.467	667.544
2.97659	518.222	734.18
3.1892	581.229	732.958
3.40182	593.915	654.385
3.61443	555.122	607.467
3.82704	514.028	608.597
4.03966	479.744	605.926
4.25227	458.594	593.241
4.46488	424.7	598.3
4.6775	393.874	551.414
4.89011	410.019	486.642
5.10273	486.625	489.823
5.31534	556.167	513.889
5.52795	566.668	537.393
5.74057	547.138	623
5.95318	497.964	762.974
6.16579	504.3	755.444
6.37841	616.13	720.484
6.59102	767.701	675.056
6.80363	899.365	652.215
7.01625	1020.8	550.467
7.22886	1057.083	543.216
7.44147	992.347	564.792
7.65409	955.353	542.525
7.8667	872.722	512.711
8.07931	696.97	552.862
8.29193	596.446	575.287
8.50454	639.068	612.946
8.71715	676.778	581.289
8.92977	652.122	509.203
9.14238	549.743	479.443
9.355	424.198	276.172
9.56761	272.5	105.5
