Distance(µm)	H2AK119ub	Ser5 POLII
0	682	74.75
0.2126	839.001	176.898
0.4252	897.744	295.616
0.6378	995.053	367.376
0.8505	975.243	351.313
1.0631	922.463	328.701
1.2757	964.555	309.882
1.4883	1105.408	296.825
1.7009	1142.403	271.514
1.9135	1077.507	267.563
2.1261	964.185	300.044
2.3387	783.338	408.591
2.5514	613.366	538.966
2.764	522.58	658.78
2.9766	509.52	706.76
3.1892	541.141	606.351
3.4018	569.89	509.31
3.6144	602.59	466.45
3.827	602.861	399.563
4.0397	562.073	412.271
4.2523	493.311	458.004
4.4649	456.181	569.057
4.6775	430.799	560.119
4.8901	441.436	492.072
5.1027	436.416	477.08
5.3153	454.831	514.827
5.528	456.8	516.32
5.7406	468.327	563.724
5.9532	523.932	589.98
6.1658	490.262	591.565
6.3784	405.743	538.28
6.591	362.384	466.498
6.8036	397.2	479.658
7.0162	489.663	542.982
7.2289	533.361	568.325
7.4415	526.814	559.982
7.6541	543.193	540.957
7.8667	536.213	530.639
8.0793	469.62	468.85
8.2919	429.94	394.98
8.5045	427.731	355.027
8.7172	444.232	428.919
8.9298	448.234	468.15
9.1424	440.051	499.997
9.355	462.506	467.187
9.5676	489.41	521.827
9.7802	494.512	506.97
9.9928	513.223	499.808
10.2055	508.251	484.562
10.4181	455.015	370.431
10.6307	418.438	264.166
10.8433	457.33	232.132
11.0559	517.57	205.08
11.2685	565.313	189.22
11.4811	560.771	262.18
11.6937	553.176	381.658
11.9064	615.245	522.865
12.119	691.151	598.174
12.3316	697.392	540.184
12.5442	660.684	502.015
12.7568	661.824	481.657
12.9694	765.34	457.888
13.182	836.364	440.145
13.3947	808.379	427.152
13.6073	685.02	445.731
13.8199	560	444
