Distance(µm)	H2AK119ub	Ser5 POLII
0	355	311.667
0.2126	490.355	527.262
0.4252	548.365	726.188
0.6378	559.216	820.617
0.8505	570.938	905.469
1.0631	587.998	949.824
1.2757	577.276	971.271
1.4883	516.529	940.762
1.7009	492.688	875.354
1.9135	516.594	863.848
2.1261	546.75	878.445
2.3387	578.624	877.85
2.5514	569.385	826.021
2.764	559.533	827.34
2.9766	536.578	788.422
3.1892	539.932	722.317
3.4018	561	727.25
3.6144	555.681	686.669
3.827	526.323	666.148
4.0397	484.287	725.438
4.2523	464.01	791.396
4.4649	467.39	818.63
4.6775	487.578	812.352
4.8901	505.059	806.424
5.1027	464.854	768.688
5.3153	482.525	718.984
5.528	527.422	719.424
5.7406	514.479	739.048
5.9532	465.969	707.25
6.1658	439.178	821.53
6.3784	441.445	939.583
6.591	470.127	942.209
6.8036	512.5	911.5
7.0162	529.556	886.528
7.2289	546.414	821.719
7.4415	563.051	794.711
7.6541	650.635	683.74
7.8667	874.221	547.789
8.0793	1040.557	466.099
8.2919	1046.495	581.745
8.5045	1011.75	752.5
8.7172	927.662	759.701
8.9298	832.201	713.885
9.1424	700.928	780.445
9.355	576.875	872.292
9.5676	596.468	914.572
9.7802	718.312	990.352
9.9928	797.987	970.279
10.2055	772.5	906.667
10.4181	778.75	907.381
10.6307	704.669	990.357
10.8433	579.158	1027.757
11.0559	530.688	1051.844
11.2685	593.622	984.721
11.4811	670.924	879.685
11.6937	628.719	890.365
11.9064	527.333	939.812
12.119	512.734	958.781
12.3316	552.297	869.547
12.5442	667.953	807.246
12.7568	741.896	850.521
12.9694	678.658	816.082
13.182	608.828	692.268
13.3947	546.613	494.64
13.6073	390	323.5
