Distance(µm)	H2AK119ub	Ser5 POLII
0	187.811	291.854
0.10864	253.906	321.633
0.21729	329.252	332.43
0.32593	376.268	359.775
0.43457	425.585	389.455
0.54321	434.817	407.757
0.65186	427.559	409.998
0.7605	366.309	420.404
0.86914	302.643	466.729
0.97778	223.062	524.16
1.08643	183.528	537.946
1.19507	167.338	482.816
1.30371	160.555	447.868
1.41235	159.679	445.866
1.521	162.12	481.184
1.62964	161.868	497.819
1.73828	160.912	504.062
1.84692	154.065	460.487
1.95557	144.497	435.784
2.06421	129.115	336.113
2.17285	123.666	279.942
2.28149	120.497	242.674
2.39014	120.441	223.355
2.49878	130.014	252.327
2.60742	140.338	282.3
2.71606	149.726	286.595
2.82471	152.889	282.278
2.93335	153.416	283.011
3.04199	152.285	291.673
3.15064	148.409	334.312
3.25928	149.727	389.84
3.36792	145.394	408.528
3.47656	145.368	407.054
3.58521	145.452	412.257
3.69385	150.612	393.612
3.80249	159.634	351.585
3.91113	170.66	342.22
4.01978	168.98	337.822
4.12842	158.338	330.204
4.23706	151.406	315.629
4.3457	152.208	329.39
4.45435	146.145	285.998
4.56299	141.984	241.921
4.67163	129.496	242.886
4.78027	117.169	268.373
4.88892	106.729	252.219
4.99756	107.211	229.738
5.1062	111.326	252.441
5.21484	113.957	283.227
5.32349	110.959	330.231
5.43213	106.143	362.5
5.54077	101.418	352.689
5.64941	103.265	338.812
5.75806	112.403	334.797
5.8667	114.461	280.242
5.97534	115.981	237.492
6.08398	119.312	240.976
6.19263	130.642	242.202
6.30127	147.162	274.629
6.40991	167.251	310.893
6.51856	193.587	373.872
6.6272	211.578	430.148
6.73584	220.628	450.956
6.84448	222.127	445.053
6.95313	218.196	425.389
7.06177	208.641	399.327
7.17041	197.83	361.664
7.27905	163.184	280.489
7.3877	134.21	229.563
7.49634	96.697	166.712
