Distance(µm)	H2AK119ub	Ser5 POLII
0	214.909	352.35
0.14796	328.567	354.757
0.29591	411.175	369.837
0.44387	435.936	384.822
0.59183	458.282	384.466
0.73978	497.048	327.865
0.88774	540.061	367.003
1.0357	566.514	407.674
1.18365	559.938	407.675
1.33161	531.271	399.898
1.47957	526.632	317.029
1.62752	498.323	281.807
1.77548	427.848	297.494
1.92343	341.077	294.519
2.07139	254.104	317.037
2.21935	209.817	355.461
2.3673	206.561	391.235
2.51526	202.288	376.467
2.66322	198.39	380.194
2.81117	210.508	355.801
2.95913	234.574	332.014
3.10709	265.809	336.163
3.25504	309.601	370.792
3.403	327.062	432.865
3.55096	334.263	498.062
3.69891	352.717	589.715
3.84687	356.63	744.503
3.99483	356.331	865.279
4.14278	380.446	856.853
4.29074	399.363	860.374
4.4387	391.515	865.074
4.58665	380.455	898.703
4.73461	364.532	941.864
4.88257	365.27	988.795
5.03052	357.28	993.065
5.17848	335.918	904.517
5.32644	319.978	809.916
5.47439	309.393	721.64
5.62235	327.311	737.142
5.7703	337.388	766.023
5.91826	329.821	728.175
6.06622	330.275	729.862
6.21417	342.903	742.663
6.36213	347.396	699.753
6.51009	334.127	675.808
6.65804	320.126	634.896
6.806	312.523	638.674
6.95396	276.944	582.412
7.10191	239.362	514.661
7.24987	207.148	481.628
7.39783	185.36	435.997
7.54578	189.505	428.596
7.69374	198.892	468.086
7.8417	188.006	534.627
7.98965	176.063	537.561
8.13761	174.562	478.062
8.28557	175.145	453.906
8.43352	164.536	400.993
8.58148	142.551	353.435
