Distance(µm)	H2AK119ub	Ser5 POLII
0	198.666	445.838
0.14796	260.784	487.336
0.29591	359.43	549.346
0.44387	479.825	600.46
0.59183	546.067	661.126
0.73978	557.114	676.436
0.88774	552.735	701.156
1.0357	570.342	744.674
1.18365	557.288	708.357
1.33161	520.293	675.049
1.47957	503.374	682.899
1.62752	497.212	673.799
1.77548	472.128	690.654
1.92343	391.285	814.677
2.07139	292.12	851.528
2.21935	238.739	759.448
2.3673	228.837	692.286
2.51526	232.578	700.659
2.66322	221.827	720.231
2.81117	205.329	736.802
2.95913	184.49	795.884
3.10709	182.589	853.749
3.25504	182.907	889.242
3.403	194.479	924.136
3.55096	209.543	918.33
3.69891	221.622	905.308
3.84687	235.578	862.879
3.99483	244.724	822.928
4.14278	241.537	731.519
4.29074	239.822	646.348
4.4387	262.615	640.025
4.58665	297.401	619.12
4.73461	314.213	627.969
4.88257	286.888	670.304
5.03052	252.595	739.648
5.17848	227.568	909.561
5.32644	229.283	1005.537
5.47439	243.849	1006.135
5.62235	260.05	956.244
5.7703	287.294	878.829
5.91826	288.345	819.317
6.06622	294.136	831.382
6.21417	276.742	843.856
6.36213	257.868	857.965
6.51009	228.1	868.125
6.65804	202.606	786.567
6.806	184.843	724.041
6.95396	172.92	684.206
7.10191	165.573	666.362
7.24987	159.847	656.949
7.39783	166.922	626.238
7.54578	168.467	593.619
7.69374	158.354	560.313
7.8417	137.073	490.823
7.98965	124.102	411.868
8.13761	118.78	390.498
8.28557	110.495	369.634
8.43352	100.096	385.012
8.58148	104.646	433.174
8.72943	105.13	475.382
8.87739	108.986	394.356
9.02535	113.658	342.388
9.1733	106.667	366.738
9.32126	99.322	330.014
9.46922	101.6	266.082
9.61717	102.771	201.22
9.76513	103.666	134.504
