Distance(µm)	H2AK119ub	Ser5 POLII
0	55.1	11.475
0.1148	114.603	22.473
0.2296	174.033	40.392
0.34441	205.444	62.244
0.45921	213.607	76.658
0.57401	214.432	80.511
0.68881	203.086	81.172
0.80361	202.159	74.957
0.91842	180.53	80.717
1.03322	169.917	96.151
1.14802	152.486	100.084
1.26282	135.919	105.274
1.37763	134.791	118.427
1.49243	139.056	138.763
1.60723	130.401	148.463
1.72203	112.109	144.604
1.83683	114.915	135.705
1.95164	101.324	132.423
2.06644	87.085	108.365
2.18124	75.396	97.632
2.29604	74.721	86.323
2.41084	65.47	84.971
2.52565	57.001	92.628
2.64045	51.641	92.118
2.75525	52.336	116.044
2.87005	54.146	134.184
2.98486	59.024	138.613
3.09966	56.782	129.878
3.21446	57.861	114.502
3.32926	47.312	107.534
3.44406	59.276	113.274
3.55887	62.963	122.616
3.67367	60.542	142.974
3.78847	56.597	161.655
3.90327	54.747	162.84
4.01807	49.188	158.712
4.13288	55.487	148.443
4.24768	59.255	159.425
4.36248	70.78	165.843
4.47728	72.343	177.664
4.59208	68.768	175.137
4.70689	72.861	164.547
4.82169	81.614	171.001
4.93649	87.525	178.168
5.05129	82.872	183.312
5.1661	74.558	170.219
5.2809	75.475	149.499
5.3957	75.2	138.053
5.5105	80.016	130.099
5.6253	86.569	118.059
5.74011	95.153	113.283
5.85491	77.221	128.845
5.96971	62.077	148.248
6.08451	56.037	160.278
6.19931	56.449	153.572
6.31412	57.198	150.591
6.42892	57.512	153.547
6.54372	59.64	156.244
6.65852	71.989	146.649
6.77333	82.384	133.764
6.88813	81.527	132.644
7.00293	79.631	126.79
7.11773	72.343	131.156
7.23253	76.426	147.53
7.34734	80.197	180.742
7.46214	87.499	188.842
7.57694	98.016	170.547
7.69174	108.174	160.742
7.80654	103.678	161.344
7.92135	90.139	168.006
8.03615	84.994	158.939
8.15095	86.42	150.686
8.26575	89.478	164.303
8.38056	93.604	190.784
8.49536	82.511	197.406
8.61016	74.615	188.042
8.72496	79.751	173.009
8.83976	82.137	155.192
