Distance(µm)	H2AK119ub	Ser5 POLII
0	234.015	237.521
0.12247	353.416	392.843
0.24495	541.476	564.85
0.36742	713.147	608.435
0.48989	824.128	620.197
0.61237	921.067	702.098
0.73484	963.958	828.634
0.85731	894.156	945.359
0.97979	755.502	1036.447
1.10226	600.832	1118.984
1.22473	500.855	1177.062
1.34721	452.758	1202.038
1.46968	436.938	1163.95
1.59215	425.516	1076.049
1.71463	412.609	988.905
1.8371	366.132	1012.818
1.95957	319.917	1103.722
2.08205	292.506	1123.709
2.20452	259.72	1157.449
2.32699	244.817	1116.682
2.44946	229.494	950.206
2.57194	207.549	824.811
2.69441	196.182	695.946
2.81688	186.13	605.46
2.93936	173.456	620.898
3.06183	157.866	667.965
3.1843	151.102	621.543
3.30678	140.847	532.059
3.42925	127.789	459.551
3.55172	118.628	437.244
3.6742	111.662	453.445
3.79667	110.616	566.829
3.91914	127.38	754.39
4.04162	141.729	957.213
4.16409	143.733	1173.723
4.28656	148.427	1128.798
4.40904	167.218	922.339
4.53151	184.105	768.864
4.65398	197.66	694.488
4.77646	219.868	660.009
4.89893	220.588	584.551
5.0214	223.777	489.055
5.14388	199.253	507.558
5.26635	176.156	522.766
5.38882	168.313	519.105
5.5113	169.121	513.695
5.63377	185.13	488.54
5.75624	194.598	455.243
5.87872	215.663	449.492
6.00119	249.248	488.324
6.12366	263.531	554.749
6.24613	253.246	622.905
6.36861	236.964	685.048
6.49108	235.518	771.831
6.61355	241.405	807.311
6.73603	242.36	718.529
6.8585	244.593	591.036
6.98097	221.186	495.277
7.10345	174.744	405.681
7.22592	133.825	332.353
7.34839	94.232	285.025
