Distance(µm)	H2AK119ub	Ser5 POLII
0	49.021	116.276
0.10864	60.681	175.543
0.21729	64.071	260.309
0.32593	69.886	372.51
0.43457	79.105	452.394
0.54321	87.106	525.617
0.65186	96.265	590.316
0.7605	103.341	560.85
0.86914	106.979	497.74
0.97778	115.51	539.27
1.08643	122.398	591.841
1.19507	132.021	658.211
1.30371	139.788	688.816
1.41235	145.434	711.86
1.521	148.166	681.392
1.62964	147.307	631.104
1.73828	142.427	601.766
1.84692	142.269	608.626
1.95557	134.747	598.444
2.06421	133.478	550.386
2.17285	142.93	534.399
2.28149	167.423	561.858
2.39014	204.152	600.92
2.49878	236.272	630.444
2.60742	267.462	636.727
2.71606	298.185	630.266
2.82471	321.542	686.346
2.93335	340.653	703.217
3.04199	334.337	686.479
3.15064	304.708	647.43
3.25928	270.598	606.61
3.36792	225.932	610.806
3.47656	185.972	625.879
3.58521	158.314	597.687
3.69385	143.97	564.142
3.80249	136.647	562.715
3.91113	130.533	565.495
4.01978	128.584	597.672
4.12842	128.518	649.558
4.23706	128.121	692.965
4.3457	122.953	672.861
4.45435	117.859	670.37
4.56299	111.092	715.004
4.67163	113.933	656.393
4.78027	120.153	640.024
4.88892	128.901	709.248
4.99756	136.172	781.046
5.1062	145.936	845.848
5.21484	152.798	832.29
5.32349	158.791	878.452
5.43213	152.44	933.977
5.54077	146.793	913.598
5.64941	135.937	820.277
5.75806	127.265	706.544
5.8667	117.311	618.707
5.97534	105.744	558.197
6.08398	91.818	446.193
6.19263	74.597	280.211
