Distance(µm)	H2AK119ub	Ser5 POLII
0	45.596	7.176
0.11161	73.31	18.982
0.22322	106.443	27.398
0.33482	133.558	33.03
0.44643	143.615	35.237
0.55804	145.604	32.829
0.66965	149.336	29.788
0.78126	146.962	37.419
0.89287	146.073	46.317
1.00447	133.441	47.059
1.11608	129.109	47.026
1.22769	135.566	42.709
1.3393	142.517	41.872
1.45091	130.039	42.273
1.56251	123.525	36.951
1.67412	117.429	36.214
1.78573	123.274	45.441
1.89734	126.947	57.835
2.00895	131.679	72.747
2.12055	121.882	88.923
2.23216	107.448	104.01
2.34377	104.583	103.612
2.45538	93.574	107.963
2.56699	78.109	116.036
2.6786	65.871	117.409
2.7902	50.892	107.413
2.90181	40.491	92.91
3.01342	40.149	91.574
3.12503	40.103	90.209
3.23664	42.493	85.544
3.34824	43.537	88.47
3.45985	45.276	96.749
3.57146	43.708	103.307
3.68307	55.015	95.54
3.79468	60.204	87.623
3.90629	62.811	86.097
4.01789	58.057	88.534
4.1295	55.52	98.539
4.24111	51.176	111.624
4.35272	50.964	106.569
4.46433	45.954	102.245
4.57593	48.096	102.342
4.68754	41.835	91.055
4.79915	37.523	81.007
4.91076	33.883	74.201
5.02237	32.672	73.234
5.13398	34.36	85.126
5.24558	31.316	89.707
5.35719	32.986	86.877
5.4688	38.389	73.511
5.58041	42.599	62.555
5.69202	43.71	63.369
5.80362	48.456	71.774
5.91523	49.547	87.288
6.02684	48.716	84.494
6.13845	57.452	95.847
6.25006	55.583	103.496
6.36166	54.386	108.369
6.47327	49.809	113.512
6.58488	48.322	106.184
6.69649	47.5	106.348
6.8081	42.28	112.183
6.91971	49.47	115.907
7.03131	46.537	100.42
7.14292	44.428	88.598
7.25453	49.637	87.945
7.36614	54.767	98.605
7.47775	63.24	95.995
7.58935	73.761	104.131
7.70096	82.223	115.662
7.81257	99.703	115.695
7.92418	107.771	99.433
8.03579	103.295	81.813
8.1474	88.63	70.192
8.259	67.235	59.348
8.37061	49.269	36.246
8.48222	30.357	24.676
