Distance(µm)	H2AK119ub	Ser5 POLII
0	40.561	145.343
0.11161	37.775	127.883
0.22322	45.3	119.526
0.33482	50.952	107.266
0.44643	57.433	96.106
0.55804	64.959	97.88
0.66965	64.729	93.642
0.78126	66.545	93.704
0.89287	71.204	101.34
1.00447	80.933	107.148
1.11608	112.782	96.602
1.22769	160.09	83.776
1.3393	189.104	83.657
1.45091	197.944	88.053
1.56251	178.827	107.268
1.67412	146.02	115.874
1.78573	117.786	121.139
1.89734	107.676	137.563
2.00895	99.376	157.766
2.12055	106.627	163.141
2.23216	111.134	145.936
2.34377	120.78	125.851
2.45538	131.091	106.796
2.56699	138.212	88.254
2.6786	160.577	82.085
2.7902	177.859	89.5
2.90181	174.204	89.983
3.01342	162.534	84.724
3.12503	141.703	84.462
3.23664	116.184	78.531
3.34824	87.838	63.819
3.45985	69.177	54.291
3.57146	67.196	57.34
3.68307	64.531	66.66
3.79468	62.509	84.968
3.90629	63.959	111.04
4.01789	63.076	125.296
4.1295	68.296	131.864
4.24111	71.358	128.792
4.35272	63.839	116.86
4.46433	64.431	114.694
4.57593	66.828	118.28
4.68754	67.891	114.177
4.79915	71.946	104.125
4.91076	64.567	101.646
5.02237	63.054	107.509
5.13398	60.885	117.138
5.24558	54.682	118.289
5.35719	48.409	120.574
5.4688	43.365	118.552
5.58041	45.917	118.81
5.69202	47.603	124.261
5.80362	47.975	121.665
5.91523	48.133	106.449
6.02684	45.252	102.995
6.13845	46.791	108.715
6.25006	49.685	105.777
6.36166	55.533	99.784
6.47327	57.337	104.969
6.58488	53.64	101.151
6.69649	52.576	106.652
6.8081	56.285	119.443
6.91971	60.93	123.126
7.03131	66.111	109.208
7.14292	66.117	103.596
7.25453	69.681	104.582
7.36614	69.945	108.463
7.47775	71.609	117.152
7.58935	79.623	132.418
7.70096	85.682	138.271
7.81257	82.861	152.111
7.92418	77.947	150.177
8.03579	76.392	158.479
8.1474	75.683	162.793
8.259	79.723	165.977
8.37061	77.971	162.312
8.48222	71.69	146.771
8.59383	57.411	135.346
8.70544	48.679	108.581
8.81704	38.961	81.646
8.92865	34.048	65.742
9.04026	31.518	50.315
9.15187	29.114	42.2
9.26348	23.702	37.024
