Distance(µm)	H2AK119ub	Ser5 POLII
0	42.075	47.075
0.11161	53.972	49.026
0.22322	57.822	60.043
0.33482	65.684	82.823
0.44643	77.983	112.444
0.55804	97.487	140.121
0.66965	121.371	147.453
0.78126	146.23	136.447
0.89287	152.749	128.481
1.00447	144.128	131.164
1.11608	139.113	135.014
1.22769	122.226	150.392
1.3393	114.413	159.74
1.45091	108.214	164.54
1.56251	108.305	167.635
1.67412	105.685	172.085
1.78573	105.951	180.434
1.89734	97.771	174.93
2.00895	82.711	154.328
2.12055	73.4	130.361
2.23216	60.969	126.168
2.34377	63.41	136.719
2.45538	58.142	157.843
2.56699	62.099	181.588
2.6786	61.535	206.686
2.7902	60.653	203.923
2.90181	58.367	172.685
3.01342	57.326	138.859
3.12503	53.078	113.568
3.23664	45.302	93.258
3.34824	43.849	88.925
3.45985	41.772	89.047
3.57146	41.308	89.493
3.68307	46.714	79.761
3.79468	46.726	69.099
3.90629	47.074	69.819
4.01789	45.917	62.551
4.1295	43.884	59.168
4.24111	39.624	59.368
4.35272	36.286	66.532
4.46433	33.102	68.623
4.57593	28.921	66.268
4.68754	29.335	61.248
4.79915	33.463	65.038
4.91076	38.942	72.514
5.02237	41.054	75.628
5.13398	46.949	72.864
5.24558	54.593	67.13
5.35719	51.004	68.869
5.4688	48.541	80.522
5.58041	51.407	90.576
5.69202	58.625	94.126
5.80362	67.328	97.021
5.91523	75.301	101.34
6.02684	80.225	97.844
6.13845	80.267	93.367
6.25006	75.534	84.151
6.36166	75.184	77.493
6.47327	67.321	57.83
6.58488	63.188	48.755
6.69649	46.86	34.1
6.8081	28.612	24.107
