Distance_(microns)	DAPI	XIST
0	213	300
0.20818	383.287	343.354
0.41637	414.222	516.849
0.62455	443.692	977.665
0.83274	483.855	1531.121
1.04092	676.39	1863.983
1.24911	565.449	2103.527
1.45729	709.468	2106.771
1.66548	753.161	2290.554
1.87366	489.949	1466.181
2.08185	483.023	744.522
2.29003	497.052	485.369
2.49821	533.176	301.167
2.7064	539.829	348.786
2.91458	539.446	387.279
3.12277	495.037	458.16
3.33095	548.123	271.805
3.53914	682.078	241.111
3.74732	677.58	227.07
3.95551	640.98	235.121
4.16369	631.011	217.81
4.37188	557.956	224.207
4.58006	664.455	206.846
4.78824	653.524	189.489
4.99643	440.495	206.633
5.20461	551.933	222.978
5.4128	556.896	213.809
5.62098	504.64	219.068
5.82917	520.057	221.057
6.03735	518.562	260.438
6.24554	583.725	253.043
6.45372	525.103	256.255
6.66191	667.734	249.109
6.87009	634.532	253.66
7.07827	645.748	226.401
7.28646	625.53	227.257
7.49464	595.924	231.253
7.70283	580.915	215.606
7.91101	728.666	234.604
8.1192	633.035	263.661
8.32738	630.236	242.632
8.53557	595.857	233.666
8.74375	566.801	206.866
8.95194	453	222
