Distance_(microns)	DAPI	XIST
0	1435	462
0.20818	1460.955	464.713
0.41637	1485.731	470.925
0.62455	1574.952	456.618
0.83274	1528.004	385.909
1.04092	1790.127	398.611
1.24911	2000.936	393.582
1.45729	2036.649	349.459
1.66548	1774.529	308.384
1.87366	1521.619	327.171
2.08185	1553.067	332.79
2.29003	1448.578	315.433
2.49821	1403.47	325.233
2.7064	1493.796	301.168
2.91458	1443.926	321.779
3.12277	1358.96	356.199
3.33095	1338.669	348.237
3.53914	1291.52	393.733
3.74732	1280.274	367.555
3.95551	1459.422	342.184
4.16369	1342.275	369.317
4.37188	1385.872	362.528
4.58006	1457.641	363.464
4.78824	1720.102	400.518
4.99643	1870.222	470.732
5.20461	1608.665	461.698
5.4128	1367.775	450.86
5.62098	1322.802	504.716
5.82917	1471.652	645.999
6.03735	1530.151	1032.506
6.24554	1541.676	1632.434
6.45372	2008.558	1641.811
6.66191	1975.971	1373.155
6.87009	1757.251	1235.441
7.07827	1665.668	743.552
7.28646	1425.311	473.536
7.49464	1193.202	302.305
7.70283	579	220
