Distance_(microns)	DAPI	XIST
0	1782	257
0.2082	1779.984	262.253
0.4164	1694.861	282.669
0.6246	1560.657	285.18
0.8327	1627.947	283.763
1.0409	1746.714	300.98
1.2491	1821.906	313.473
1.4573	1653.1	367.5
1.6655	1509.563	321.029
1.8737	1539.641	305.963
2.0818	1884.163	342.612
2.29	2839.725	345.908
2.4982	2586.882	338.906
2.7064	1646.224	335.265
2.9146	1650.4	324.8
3.1228	1952	399.245
3.331	3109.167	352.457
3.5391	3596.8	335.104
3.7473	3092.575	289.396
3.9555	2812.851	288.504
4.1637	2435.347	326.49
4.3719	2204.7	354
4.5801	2470.694	345.371
4.7882	2494.582	362.616
4.9964	2234.694	371.698
5.2046	2216.082	345.541
5.4128	2203.575	351.669
5.621	2286.196	369.867
5.8292	2332.2	362.2
6.0374	2374.543	314.657
6.2455	2284.653	337.265
6.4537	2275.194	313.594
6.6619	2191.572	333.29
6.8701	2165.318	364.278
7.0783	2001.216	405.706
7.2865	1867	442.5
7.4946	1936.8	399.669
7.7028	2360.843	325.202
7.911	3392.249	320.543
8.1192	3878.008	361.837
8.3274	4087.306	416.265
8.5356	3874.192	367.829
8.7438	2655.8	459.2
8.9519	1849.323	498.598
9.1601	1980.143	493.257
9.3683	1947.592	426.112
9.5765	2210.302	453.384
9.7847	2262.524	515.898
9.9929	2444.343	664.184
10.201	2430.1	863.3
10.4092	2318.408	931.51
10.6174	2377.839	865.861
10.8256	2414.563	866.171
11.0338	2439.649	775.288
11.242	2598.731	717
11.4502	2552.949	779.337
11.6583	2686	977.6
11.8665	2300.508	894.839
12.0747	2391.784	563.963
12.2829	2925.902	433.349
12.4911	2626.653	400.265
12.6993	2282.826	403.859
12.9074	2352.837	364.898
13.1156	2293.4	317.1
13.3238	2239.012	293.682
13.532	2027.663	275.643
13.7402	1602.355	283.212
13.9484	1030.361	312.527
14.1565	858.012	264.657
14.3647	888.104	267.902
14.5729	898	267
